Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,Alabama,81.68,0.77,134.51,0.87
2020,Arizona,64.4,0.57,115.84,0.66
2020,Arkansas,23.58,0.4,36.01,0.45
2020,California,123.88,0.33,290.59,0.56
2020,Colorado,33.54,0.46,88.9,0.94
2020,Connecticut,25.15,0.66,58.4,1.15
2020,Delaware,9.46,0.6,19.22,0.87
2020,District of Columbia,9.76,0.59,19.82,0.85
2020,Florida,274.76,0.83,454.54,0.92
2020,Georgia,144.07,0.8,272.45,1.06
2020,Idaho,13.9,0.44,24.23,0.56
2020,Illinois,84.91,0.47,164.99,0.67
2020,Indiana,49.59,0.39,88.47,0.53
2020,Iowa,23.74,0.39,37.35,0.46
2020,Kansas,33.02,0.61,62.35,0.82
2020,Kentucky,51.47,0.54,82.8,0.62
2020,Louisiana,78.51,0.74,119.62,0.83
2020,Maine,10.33,0.7,23.72,1.21
2020,Maryland,48.85,0.56,98.09,0.81
2020,Massachusetts,48.96,0.66,112.96,1.14
2020,Michigan,51.4,0.4,85.89,0.51
2020,Minnesota,35.78,0.41,57.47,0.5
2020,Mississippi,33.04,0.57,50.05,0.62
2020,Missouri,54.56,0.49,88.85,0.59
2020,Montana,5.6,0.31,9.72,0.43
2020,Nebraska,22.39,0.56,40.94,0.73
2020,Nevada,70.82,1.46,115.68,1.48
2020,New Hampshire,10.0,0.69,23.09,1.2
2020,New Jersey,64.31,0.62,107.93,0.73
2020,New Mexico,11.85,0.42,27.4,0.71
2020,New York,143.7,0.71,297.94,1.09
2020,North Carolina,136.47,0.76,212.64,0.83
2020,North Dakota,9.51,0.43,15.42,0.51
2020,Ohio,109.64,0.59,196.58,0.75
2020,Oklahoma,48.14,0.61,86.56,0.77
2020,Oregon,25.4,0.4,46.5,0.57
2020,Pennsylvania,105.14,0.56,210.74,0.81
2020,Rhode Island,6.71,0.66,15.52,1.15
2020,South Carolina,82.74,0.77,136.75,0.89
2020,South Dakota,8.33,0.51,14.86,0.67
2020,Tennessee,95.9,0.73,150.9,0.81
2020,Texas,332.12,0.63,452.34,0.59
2020,Utah,12.53,0.29,28.94,0.53
2020,Vermont,4.7,0.66,10.93,1.16
2020,Virginia,106.31,0.71,209.92,0.98
2020,Washington,46.97,0.37,106.74,0.65
2020,West Virginia,21.17,0.56,42.43,0.81
2020,Wisconsin,39.37,0.46,59.9,0.53
2020,Wyoming,4.46,0.24,10.3,0.44
2025,Alabama,101.04,0.93,185.36,1.22
2025,Arizona,74.16,0.59,195.24,1.07
2025,Arkansas,27.23,0.47,42.48,0.55
2025,California,138.48,0.35,292.54,0.53
2025,Colorado,34.54,0.44,85.28,0.86
2025,Connecticut,25.88,0.7,55.3,1.15
2025,Delaware,8.85,0.56,17.61,0.82
2025,District of Columbia,11.49,0.69,19.16,0.84
2025,Florida,269.63,0.77,438.72,0.87
2025,Georgia,185.19,1.02,327.13,1.29
2025,Idaho,17.7,0.51,31.12,0.66
2025,Illinois,86.49,0.49,149.63,0.64
2025,Indiana,54.42,0.43,77.51,0.47
2025,Iowa,25.74,0.42,38.63,0.49
2025,Kansas,34.67,0.67,62.47,0.88
2025,Kentucky,57.93,0.59,113.65,0.86
2025,Louisiana,90.83,0.86,145.46,1.03
2025,Maine,10.83,0.75,22.55,1.19
2025,Maryland,48.1,0.57,96.12,0.83
2025,Massachusetts,51.2,0.7,110.74,1.16
2025,Michigan,50.95,0.4,74.93,0.46
2025,Minnesota,36.72,0.41,57.99,0.51
2025,Mississippi,43.55,0.74,76.82,0.96
2025,Missouri,63.12,0.58,96.19,0.69
2025,Montana,7.43,0.39,12.19,0.52
2025,Nebraska,25.86,0.65,46.81,0.86
2025,Nevada,31.89,0.6,56.03,0.66
2025,New Hampshire,10.08,0.7,21.75,1.16
2025,New Jersey,67.14,0.65,113.81,0.8
2025,New Mexico,34.65,1.25,51.55,1.34
2025,New York,150.15,0.75,338.58,1.28
2025,North Carolina,180.78,0.98,372.46,1.45
2025,North Dakota,10.84,0.48,17.1,0.57
2025,Ohio,106.23,0.56,211.86,0.83
2025,Oklahoma,57.43,0.74,102.04,0.94
2025,Oregon,34.74,0.52,48.36,0.56
2025,Pennsylvania,106.72,0.58,214.79,0.85
2025,Rhode Island,6.84,0.7,14.7,1.15
2025,South Carolina,105.37,0.95,198.05,1.28
2025,South Dakota,8.08,0.49,13.54,0.62
2025,Tennessee,121.55,0.9,229.21,1.21
2025,Texas,372.25,0.68,632.64,0.82
2025,Utah,14.84,0.31,36.73,0.62
2025,Vermont,4.95,0.71,10.63,1.16
2025,Virginia,542.42,3.71,829.45,3.94
2025,Washington,60.0,0.44,78.6,0.44
2025,West Virginia,20.73,0.57,41.54,0.83
2025,Wisconsin,35.39,0.41,55.69,0.5
2025,Wyoming,4.89,0.26,10.5,0.45
2030,Alabama,111.75,0.96,178.28,1.03
2030,Arizona,112.19,0.85,199.43,0.98
2030,Arkansas,32.64,0.54,43.58,0.52
2030,California,277.39,0.66,467.23,0.78
2030,Colorado,56.88,0.66,116.12,1.04
2030,Connecticut,29.16,0.74,65.43,1.25
2030,Delaware,11.14,0.69,20.46,0.9
2030,District of Columbia,12.12,0.72,21.29,0.89
2030,Florida,308.25,0.82,576.9,1.06
2030,Georgia,193.76,0.98,386.26,1.35
2030,Idaho,26.34,0.69,47.34,0.89
2030,Illinois,106.22,0.59,182.42,0.73
2030,Indiana,65.15,0.5,89.91,0.5
2030,Iowa,32.1,0.51,42.51,0.49
2030,Kansas,38.94,0.71,72.89,0.93
2030,Kentucky,70.27,0.7,115.36,0.81
2030,Louisiana,109.48,0.96,178.34,1.14
2030,Maine,11.76,0.75,26.54,1.27
2030,Maryland,60.27,0.7,108.68,0.89
2030,Massachusetts,60.33,0.76,127.78,1.21
2030,Michigan,68.4,0.52,93.11,0.52
2030,Minnesota,47.21,0.51,75.93,0.61
2030,Mississippi,42.83,0.69,63.92,0.72
2030,Missouri,71.31,0.65,106.06,0.69
2030,Montana,9.85,0.49,15.03,0.58
2030,Nebraska,35.19,0.85,64.53,1.08
2030,Nevada,54.79,0.95,90.26,0.98
2030,New Hampshire,11.4,0.74,25.52,1.24
2030,New Jersey,74.4,0.69,126.04,0.82
2030,New Mexico,20.67,0.7,28.47,0.68
2030,New York,176.94,0.83,391.88,1.36
2030,North Carolina,192.47,0.99,402.2,1.45
2030,North Dakota,12.55,0.54,18.74,0.57
2030,Ohio,142.1,0.73,246.19,0.89
2030,Oklahoma,62.93,0.76,114.56,0.95
2030,Oregon,53.46,0.76,71.49,0.77
2030,Pennsylvania,134.2,0.69,246.99,0.9
2030,Rhode Island,8.04,0.76,16.94,1.21
2030,South Carolina,127.28,1.07,238.42,1.41
2030,South Dakota,9.05,0.54,14.0,0.6
2030,Tennessee,126.26,0.88,218.88,1.06
2030,Texas,432.75,0.76,549.26,0.65
2030,Utah,28.06,0.53,75.52,1.16
2030,Vermont,5.58,0.75,12.01,1.22
2030,Virginia,107.5,0.69,199.98,0.91
2030,Washington,85.51,0.6,80.07,0.43
2030,West Virginia,27.1,0.74,46.82,0.89
2030,Wisconsin,46.06,0.51,69.31,0.58
2030,Wyoming,11.2,0.54,20.5,0.8
2035,Alabama,136.64,1.07,267.56,1.49
2035,Arizona,100.89,0.72,184.81,0.82
2035,Arkansas,44.54,0.64,102.56,1.11
2035,California,331.63,0.74,619.4,0.95
2035,Colorado,62.02,0.65,146.42,1.16
2035,Connecticut,37.8,0.87,81.11,1.41
2035,Delaware,14.43,0.81,27.12,1.07
2035,District of Columbia,15.14,0.83,26.12,1.0
2035,Florida,380.21,0.94,611.8,1.05
2035,Georgia,256.37,1.22,527.27,1.79
2035,Idaho,32.33,0.79,58.99,1.06
2035,Illinois,147.02,0.73,296.47,1.06
2035,Indiana,93.3,0.62,181.1,0.9
