Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,Alabama,104.99,0.96,191.33,1.24
2020,Arizona,123.7,1.06,289.71,1.65
2020,Arkansas,48.69,0.82,93.14,1.18
2020,California,362.44,0.99,734.33,1.43
2020,Colorado,66.4,0.91,153.87,1.65
2020,Connecticut,56.29,1.47,139.79,2.8
2020,Delaware,18.03,1.1,50.45,2.3
2020,District of Columbia,21.57,1.25,59.9,2.58
2020,Florida,338.56,1.01,602.81,1.23
2020,Georgia,185.77,1.03,314.68,1.23
2020,Idaho,36.07,1.11,89.84,2.12
2020,Illinois,171.75,0.92,472.25,1.93
2020,Indiana,106.27,0.82,291.6,1.75
2020,Iowa,53.84,0.86,132.17,1.63
2020,Kansas,65.18,1.21,138.85,1.85
2020,Kentucky,92.04,0.94,209.39,1.56
2020,Louisiana,82.28,0.74,186.72,1.29
2020,Maine,23.1,1.59,45.73,2.36
2020,Maryland,97.84,1.08,272.49,2.25
2020,Massachusetts,109.8,1.47,270.38,2.77
2020,Michigan,91.7,0.71,214.34,1.29
2020,Minnesota,63.3,0.71,135.33,1.18
2020,Mississippi,46.13,0.76,96.68,1.2
2020,Missouri,127.46,1.14,302.68,2.02
2020,Montana,16.6,0.93,28.05,1.25
2020,Nebraska,46.37,1.16,96.31,1.73
2020,Nevada,57.65,1.1,136.53,1.79
2020,New Hampshire,22.34,1.55,46.52,2.44
2020,New Jersey,134.38,1.22,379.95,2.59
2020,New Mexico,24.37,0.88,47.12,1.24
2020,New York,277.71,1.34,743.06,2.73
2020,North Carolina,217.02,1.19,405.22,1.59
2020,North Dakota,22.19,1.04,25.21,0.83
2020,Ohio,198.54,1.04,464.9,1.77
2020,Oklahoma,93.04,1.19,166.24,1.49
2020,Oregon,79.07,1.25,109.1,1.36
2020,Pennsylvania,212.18,1.09,592.24,2.27
2020,Rhode Island,15.95,1.56,42.84,3.21
2020,South Carolina,131.63,1.2,239.16,1.56
2020,South Dakota,16.3,1.06,18.97,0.87
2020,Tennessee,137.26,1.02,277.78,1.48
2020,Texas,425.18,0.81,593.01,0.78
2020,Utah,39.75,0.92,108.66,2.02
2020,Vermont,11.27,1.62,21.52,2.31
2020,Virginia,160.37,1.04,363.48,1.7
2020,Washington,131.19,1.06,136.67,0.85
2020,West Virginia,40.41,1.07,86.2,1.64
2020,Wisconsin,61.5,0.7,144.74,1.29
2020,Wyoming,17.16,0.93,33.78,1.48
2025,Alabama,181.69,1.65,297.52,1.98
2025,Arizona,140.05,1.17,313.54,1.71
2025,Arkansas,68.4,1.12,181.91,2.37
2025,California,382.1,1.0,735.1,1.36
2025,Colorado,83.51,1.07,203.08,2.06
2025,Connecticut,59.0,1.6,121.5,2.56
2025,Delaware,23.49,1.51,42.81,2.03
2025,District of Columbia,25.02,1.48,54.88,2.44
2025,Florida,484.61,1.37,762.8,1.5
2025,Georgia,326.77,1.78,532.63,2.12
2025,Idaho,50.4,1.41,106.27,2.28
2025,Illinois,234.18,1.31,523.4,2.26
2025,Indiana,139.94,1.09,322.33,1.99
2025,Iowa,66.29,1.06,163.26,2.07
2025,Kansas,80.15,1.5,221.42,3.14
2025,Kentucky,136.9,1.4,257.31,1.98
2025,Louisiana,116.85,1.04,305.46,2.18
2025,Maine,24.53,1.7,43.59,2.32
2025,Maryland,126.77,1.5,241.43,2.11
2025,Massachusetts,115.94,1.56,256.91,2.7
2025,Michigan,130.16,1.01,273.81,1.69
2025,Minnesota,90.31,1.0,185.79,1.64
2025,Mississippi,78.58,1.28,157.45,2.0
2025,Missouri,141.97,1.3,372.48,2.67
2025,Montana,21.31,1.14,35.6,1.54
2025,Nebraska,60.66,1.48,167.88,3.12
2025,Nevada,66.29,1.2,134.51,1.61
2025,New Hampshire,23.54,1.64,45.59,2.45
2025,New Jersey,156.77,1.48,369.59,2.64
2025,New Mexico,27.77,0.98,55.81,1.48
2025,New York,304.87,1.51,745.73,2.86
2025,North Carolina,356.37,1.93,633.72,2.49
2025,North Dakota,29.42,1.31,49.77,1.66
2025,Ohio,279.52,1.48,572.27,2.26
2025,Oklahoma,122.11,1.53,275.24,2.55
2025,Oregon,101.38,1.5,146.03,1.69
2025,Pennsylvania,276.33,1.48,594.25,2.38
2025,Rhode Island,15.43,1.56,34.38,2.72
2025,South Carolina,202.64,1.81,348.44,2.26
2025,South Dakota,21.29,1.29,38.86,1.78
2025,Tennessee,229.8,1.67,424.0,2.27
2025,Texas,582.7,1.07,908.2,1.18
2025,Utah,49.7,1.05,128.21,2.2
2025,Vermont,11.72,1.68,21.33,2.35
2025,Virginia,297.07,2.02,262.69,1.24
2025,Washington,162.55,1.21,177.21,0.99
2025,West Virginia,55.02,1.53,95.97,1.95
2025,Wisconsin,86.49,0.98,177.59,1.61
2025,Wyoming,19.92,1.05,39.83,1.72
2030,Alabama,190.34,1.62,292.51,1.71
2030,Arizona,191.84,1.5,318.43,1.58
2030,Arkansas,71.35,1.13,158.44,1.89
2030,California,555.12,1.34,848.28,1.42
2030,Colorado,105.41,1.21,245.01,2.2
2030,Connecticut,72.07,1.83,143.56,2.77
2030,Delaware,23.87,1.5,42.85,1.91
2030,District of Columbia,25.11,1.49,47.77,2.02
2030,Florida,600.19,1.59,1062.73,1.98
2030,Georgia,314.41,1.64,441.86,1.56
2030,Idaho,61.16,1.6,113.99,2.16
2030,Illinois,241.73,1.33,482.96,1.94
2030,Indiana,151.67,1.12,339.49,1.91
2030,Iowa,71.64,1.09,162.75,1.9
2030,Kansas,80.6,1.44,180.66,2.32
2030,Kentucky,151.68,1.49,295.59,2.09
2030,Louisiana,134.04,1.11,330.47,2.13
2030,Maine,30.55,2.0,46.17,2.25
2030,Maryland,127.7,1.49,234.54,1.95
2030,Massachusetts,146.06,1.86,278.88,2.68
2030,Michigan,143.3,1.06,270.66,1.52
2030,Minnesota,98.2,1.04,207.57,1.68
2030,Mississippi,79.9,1.24,142.83,1.62
2030,Missouri,145.25,1.27,328.63,2.15
