Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,AEC,8.01,1.41,13.17,1.53
2020,AECI,49.05,1.91,90.86,2.34
2020,AVA,19.14,1.27,16.58,0.79
2020,AZPS,50.12,1.18,118.08,1.81
2020,BANC,29.07,1.29,63.17,1.84
2020,BPAT,83.12,1.17,90.86,1.0
2020,CHPD,4.21,1.83,4.65,1.19
2020,CISO,304.18,1.03,528.55,1.28
2020,CPLE,107.67,1.5,176.47,1.68
2020,DOPD,3.35,1.63,3.24,1.04
2020,DUK,152.11,1.19,295.53,1.67
2020,EPE,12.39,1.16,29.46,1.88
2020,ERCO,370.24,0.94,451.4,0.76
2020,FMPP,29.1,1.2,55.17,1.57
2020,FPC,98.88,1.37,177.84,1.6
2020,FPL,182.37,1.09,326.8,1.35
2020,GCPD,5.95,0.88,7.47,0.9
2020,GVL,4.75,1.78,8.08,2.0
2020,HST,1.13,1.59,1.42,1.35
2020,IID,7.21,1.44,14.6,1.63
2020,IPCO,28.2,1.29,72.19,2.37
2020,ISNE,259.21,1.48,625.16,2.72
2020,JEA,26.35,1.53,37.52,1.48
2020,LDWP,48.44,1.27,114.7,2.07
2020,LGEE,44.64,1.18,86.44,1.65
2020,MISO,579.32,0.7,1384.32,1.32
2020,NEVP,61.54,1.15,145.27,1.82
2020,NSB,1.2,2.13,2.25,2.52
2020,NWMT,9.91,0.9,12.07,0.89
2020,NYIS,275.21,1.33,742.87,2.73
2020,PACE,61.38,0.92,165.5,1.99
2020,PACW,32.02,1.21,43.53,1.3
2020,PGE,36.76,1.4,59.84,1.76
2020,PJM,1106.29,1.03,2964.8,2.05
2020,PNM,16.44,0.91,37.49,1.55
2020,PSCO,49.52,0.92,122.16,1.73
2020,PSEI,41.55,1.08,43.32,0.84
2020,SC,46.07,1.42,76.73,1.66
2020,SCEG,44.75,1.32,84.25,1.79
2020,SCL,12.54,0.98,14.42,0.85
