Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,AEC,6.35,1.18,9.05,1.08
2020,AECI,23.94,0.98,45.18,1.18
2020,AVA,8.48,0.6,4.84,0.24
2020,AZPS,25.08,0.6,52.9,0.81
2020,BANC,15.32,0.69,35.19,1.07
2020,BPAT,34.38,0.52,23.59,0.26
2020,CHPD,2.23,1.05,1.97,0.52
2020,CISO,126.22,0.44,203.51,0.51
2020,CPLE,73.12,1.04,105.84,1.01
2020,DOPD,1.77,0.91,1.19,0.39
2020,DUK,111.95,0.89,216.63,1.22
2020,EPE,7.82,0.75,17.57,1.16
2020,ERCO,344.52,0.88,400.25,0.69
2020,FMPP,21.49,0.91,36.78,1.07
2020,FPC,77.6,1.11,124.19,1.13
2020,FPL,123.24,0.76,205.85,0.87
2020,GCPD,3.14,0.49,2.62,0.33
2020,GVL,4.03,1.56,6.69,1.69
2020,HST,0.84,1.19,1.15,1.12
2020,IID,3.63,0.78,6.16,0.71
2020,IPCO,15.05,0.74,28.69,0.98
2020,ISNE,105.71,0.62,213.62,0.96
2020,JEA,23.5,1.39,33.61,1.35
2020,LDWP,20.71,0.56,47.13,0.89
2020,LGEE,34.16,0.93,61.81,1.22
2020,MISO,321.94,0.41,491.99,0.48
2020,NEVP,74.45,1.5,138.0,1.77
2020,NSB,0.98,1.77,1.84,2.09
2020,NWMT,3.67,0.35,3.81,0.29
2020,NYIS,135.98,0.7,284.55,1.08
2020,PACE,21.35,0.34,52.42,0.67
2020,PACW,13.27,0.54,10.97,0.34
2020,PGE,15.9,0.65,18.87,0.59
2020,PJM,530.49,0.53,1101.62,0.78
2020,PNM,11.3,0.65,26.62,1.13
2020,PSCO,24.53,0.46,66.37,0.97
2020,PSEI,20.24,0.56,14.38,0.28
2020,SC,33.46,1.04,51.88,1.1
2020,SCEG,32.89,0.98,55.14,1.15
2020,SCL,6.39,0.52,5.94,0.36
2020,SEC,2.15,1.26,2.39,0.92
2020,SOCO,265.83,0.99,410.22,1.05
2020,SPA,0.56,0.76,0.8,0.8
2020,SRP,25.68,0.63,53.92,0.84
2020,SWPP,178.46,0.53,417.96,0.89
2020,TAL,5.26,1.46,8.54,1.59
2020,TEC,35.04,1.27,49.88,1.2
2020,TEPC,12.74,0.67,29.26,1.01
2020,TIDC,2.17,0.64,4.58,0.9
2020,TPWR,3.77,0.64,2.49,0.29
2020,TVA,171.17,0.85,296.43,1.04
2020,WACM,11.06,0.34,25.63,0.66
2020,WALC,4.03,0.36,6.17,0.4
2020,WAUW,0.63,0.74,0.76,0.67
2025,AEC,6.49,1.15,10.85,1.29
2025,AECI,25.37,1.07,44.93,1.23
2025,AVA,9.6,0.59,13.9,0.61
2025,AZPS,29.82,0.67,62.43,0.92
2025,BANC,14.64,0.6,37.81,1.04
2025,BPAT,38.43,0.52,40.62,0.42
2025,CHPD,2.45,0.99,2.6,0.65
2025,CISO,109.76,0.35,250.48,0.59
2025,CPLE,74.56,1.06,105.32,1.03
2025,DOPD,2.0,0.88,2.79,0.84
2025,DUK,113.8,0.91,173.88,1.0
2025,EPE,8.05,0.77,18.99,1.27
2025,ERCO,364.36,0.9,547.79,0.93
2025,FMPP,24.49,0.97,43.22,1.22
2025,FPC,93.9,1.24,159.81,1.43
2025,FPL,135.1,0.79,235.03,0.97
2025,GCPD,3.24,0.46,3.14,0.35
2025,GVL,4.37,1.55,8.08,1.97
2025,HST,0.86,1.18,1.11,1.03
2025,IID,3.92,0.76,7.95,0.87
2025,IPCO,15.59,0.68,26.64,0.82
2025,ISNE,113.15,0.68,227.75,1.04
2025,JEA,24.94,1.36,42.43,1.63
2025,LDWP,19.68,0.49,51.5,0.93
2025,LGEE,37.04,1.02,67.54,1.37
2025,MISO,318.62,0.4,458.45,0.45
2025,NEVP,37.9,0.73,62.38,0.74
2025,NSB,1.18,1.98,2.09,2.3
2025,NWMT,3.53,0.32,3.52,0.25
2025,NYIS,147.68,0.77,304.33,1.2
2025,PACE,22.27,0.33,53.09,0.64
2025,PACW,14.47,0.54,16.04,0.47
2025,PGE,15.34,0.59,19.81,0.58
2025,PJM,814.67,0.84,1263.88,0.93
2025,PNM,18.36,1.04,30.46,1.28
2025,PSCO,28.0,0.51,61.79,0.87
2025,PSEI,20.61,0.52,17.31,0.32
2025,SC,35.94,1.09,51.97,1.11
2025,SCEG,37.27,1.08,60.45,1.27
2025,SCL,6.44,0.48,6.55,0.37
2025,SEC,2.35,1.26,3.35,1.16
2025,SOCO,268.84,0.99,411.34,1.09
2025,SPA,0.61,0.83,0.9,0.91
2025,SRP,31.53,0.74,69.47,1.04
2025,SWPP,188.95,0.59,362.12,0.82
2025,TAL,5.98,1.55,9.32,1.67
2025,TEC,41.4,1.4,64.08,1.5
2025,TEPC,13.96,0.71,29.08,0.98
2025,TIDC,1.97,0.53,4.63,0.84
2025,TPWR,3.92,0.59,3.38,0.37
2025,TVA,164.77,0.82,255.11,0.91
2025,WACM,12.67,0.38,21.38,0.52
2025,WALC,3.89,0.32,6.81,0.42
2025,WAUW,0.5,0.56,0.66,0.54
2030,AEC,6.74,1.12,14.94,1.63
2030,AECI,27.54,1.1,61.66,1.67
2030,AVA,8.99,0.51,12.46,0.53
2030,AZPS,35.37,0.7,72.06,0.94
2030,BANC,17.7,0.65,50.67,1.27
2030,BPAT,28.76,0.36,43.12,0.41
2030,CHPD,1.94,0.72,2.65,0.61
2030,CISO,160.44,0.46,391.6,0.84
2030,CPLE,70.1,0.94,139.62,1.27
2030,DOPD,1.86,0.77,2.96,0.88
2030,DUK,121.52,0.89,276.3,1.45
2030,EPE,8.9,0.77,20.52,1.27
2030,ERCO,337.98,0.76,625.26,0.98
2030,FMPP,27.0,1.02,49.82,1.32
2030,FPC,92.81,1.17,169.59,1.42
2030,FPL,155.06,0.84,285.98,1.1
2030,GCPD,3.11,0.4,6.08,0.63
2030,GVL,4.59,1.52,9.55,2.17
2030,HST,0.98,1.23,1.4,1.23
2030,IID,5.1,0.87,9.84,0.98
2030,IPCO,15.9,0.61,41.28,1.13
2030,ISNE,121.71,0.68,227.64,0.97
2030,JEA,24.46,1.28,46.57,1.69
2030,LDWP,28.16,0.63,69.13,1.12
2030,LGEE,33.24,0.86,72.87,1.38
2030,MISO,350.44,0.41,542.48,0.49
2030,NEVP,55.67,0.99,69.13,0.76
2030,NSB,1.09,1.77,2.26,2.34
2030,NWMT,4.33,0.35,7.73,0.52
2030,NYIS,154.78,0.75,328.73,1.2
2030,PACE,28.88,0.38,84.59,0.92
2030,PACW,11.19,0.38,19.83,0.52
2030,PGE,12.62,0.45,22.02,0.58
2030,PJM,568.99,0.54,1109.25,0.76
2030,PNM,11.11,0.56,20.05,0.77
2030,PSCO,32.78,0.53,81.14,1.02
2030,PSEI,15.71,0.36,15.97,0.27
2030,SC,36.31,1.01,74.79,1.44
2030,SCEG,37.58,0.99,80.96,1.52
2030,SCL,5.45,0.38,5.89,0.31
2030,SEC,2.32,1.21,3.77,1.33
2030,SOCO,284.89,0.96,621.64,1.46
2030,SPA,0.56,0.74,0.96,0.96
2030,SRP,37.24,0.76,75.95,1.01
2030,SWPP,197.28,0.57,422.13,0.89
2030,TAL,6.2,1.49,13.36,2.2
2030,TEC,42.67,1.35,68.15,1.49
2030,TEPC,17.08,0.76,37.69,1.14
2030,TIDC,2.42,0.57,6.43,1.06
2030,TPWR,2.93,0.41,3.35,0.34
2030,TVA,187.62,0.87,395.65,1.29
2030,WACM,15.41,0.41,31.11,0.69
2030,WALC,5.19,0.38,9.38,0.53
2030,WAUW,0.66,0.66,1.29,0.98
2035,AEC,8.24,1.28,13.66,1.4
2035,AECI,28.78,1.1,54.28,1.4
2035,AVA,8.86,0.49,7.69,0.32
2035,AZPS,36.21,0.67,72.47,0.85
2035,BANC,20.99,0.74,51.62,1.26
2035,BPAT,31.62,0.38,34.29,0.34
2035,CHPD,2.1,0.78,2.32,0.54
2035,CISO,165.19,0.44,365.54,0.73
2035,CPLE,89.87,1.13,137.09,1.18
2035,DOPD,1.87,0.76,2.2,0.65
2035,DUK,136.74,0.96,250.31,1.26
2035,EPE,8.77,0.72,19.41,1.08
2035,ERCO,384.21,0.82,708.78,1.05
2035,FMPP,28.93,1.0,47.68,1.16
2035,FPC,103.93,1.2,173.66,1.34
2035,FPL,183.06,0.93,282.57,1.0
2035,GCPD,3.31,0.41,6.0,0.6
2035,GVL,5.55,1.69,10.68,2.26
2035,HST,1.14,1.33,1.26,1.01
2035,IID,5.17,0.86,9.28,0.85
2035,IPCO,17.15,0.64,41.37,1.08
2035,ISNE,119.66,0.61,199.58,0.77
2035,JEA,32.83,1.56,60.43,2.05
2035,LDWP,26.72,0.55,77.07,1.12
2035,LGEE,44.15,1.06,79.65,1.39
2035,MISO,438.3,0.46,937.92,0.76
2035,NEVP,74.67,1.26,104.9,1.04
2035,NSB,1.33,1.99,2.34,2.27
2035,NWMT,4.04,0.31,6.79,0.44
2035,NYIS,168.2,0.74,303.48,0.98
2035,PACE,30.84,0.39,86.43,0.87
2035,PACW,13.72,0.45,21.94,0.58
2035,PGE,15.9,0.54,30.66,0.8
2035,PJM,775.38,0.67,1655.9,1.0
2035,PNM,22.36,1.06,27.17,0.91
2035,PSCO,37.82,0.55,121.95,1.35
2035,PSEI,18.83,0.41,18.47,0.31
2035,SC,45.71,1.21,80.5,1.5
2035,SCEG,45.5,1.15,88.95,1.62
2035,SCL,6.21,0.41,7.96,0.41
2035,SEC,2.51,1.22,3.01,0.98
2035,SOCO,358.17,1.14,723.17,1.64
2035,SPA,0.66,0.82,0.97,0.89
2035,SRP,36.77,0.71,75.75,0.91
2035,SWPP,232.69,0.63,691.16,1.41
2035,TAL,7.16,1.62,12.66,1.97
2035,TEC,45.96,1.34,61.43,1.24
2035,TEPC,18.6,0.75,42.67,1.15
2035,TIDC,2.85,0.65,6.22,0.98
2035,TPWR,3.3,0.44,3.54,0.36
2035,TVA,208.62,0.9,375.27,1.15
2035,WACM,18.08,0.44,42.98,0.85
2035,WALC,6.25,0.45,7.95,0.41
2035,WAUW,0.63,0.6,1.31,0.95
2040,AEC,8.15,1.17,14.66,1.38
2040,AECI,51.04,1.67,106.21,2.26
2040,AVA,13.26,0.66,17.49,0.66
2040,AZPS,54.21,0.92,98.93,1.07
2040,BANC,23.13,0.78,44.81,0.98
2040,BPAT,47.88,0.53,59.79,0.55
2040,CHPD,2.69,0.92,2.81,0.61
2040,CISO,221.43,0.57,391.63,0.72
2040,CPLE,102.98,1.22,172.89,1.42
2040,DOPD,2.83,1.04,3.99,1.07
2040,DUK,154.16,1.03,270.38,1.3
2040,EPE,11.52,0.87,22.28,1.13
2040,ERCO,477.35,0.93,835.52,1.11
2040,FMPP,30.18,1.0,48.09,1.08
2040,FPC,111.32,1.23,178.98,1.27
2040,FPL,192.18,0.92,304.75,0.99
2040,GCPD,4.65,0.54,7.86,0.74
2040,GVL,5.85,1.67,12.45,2.41
2040,HST,1.24,1.38,1.47,1.09
2040,IID,7.33,1.1,13.31,1.15
2040,IPCO,23.34,0.8,51.24,1.2
2040,ISNE,143.69,0.69,248.6,0.92
2040,JEA,33.53,1.5,62.52,1.94
2040,LDWP,40.07,0.8,85.15,1.18
2040,LGEE,50.32,1.13,107.19,1.78
2040,MISO,540.63,0.54,1139.78,0.9
2040,NEVP,56.27,0.84,93.28,0.86
2040,NSB,1.41,1.98,2.74,2.39
2040,NWMT,5.96,0.43,11.51,0.69
2040,NYIS,190.59,0.79,365.05,1.16
2040,PACE,40.88,0.47,92.28,0.86
2040,PACW,19.45,0.59,31.13,0.76
2040,PGE,21.21,0.67,39.29,0.97
2040,PJM,1150.7,0.97,2250.35,1.38
2040,PNM,24.83,1.06,35.78,1.09
2040,PSCO,50.45,0.65,155.14,1.55
2040,PSEI,22.51,0.47,17.08,0.27
2040,SC,52.67,1.28,108.47,1.89
2040,SCEG,53.75,1.25,114.6,1.96
2040,SCL,6.97,0.44,6.47,0.31
2040,SEC,2.88,1.32,3.72,1.11
2040,SOCO,366.2,1.1,715.93,1.52
2040,SPA,0.87,1.0,1.37,1.17
2040,SRP,55.1,0.98,93.03,1.03
2040,SWPP,369.74,0.89,1003.74,1.78
2040,TAL,8.18,1.71,14.93,2.13
2040,TEC,47.35,1.32,69.26,1.29
2040,TEPC,27.18,1.02,58.17,1.42
2040,TIDC,2.94,0.66,5.2,0.74
2040,TPWR,4.05,0.51,3.51,0.33
2040,TVA,246.45,1.0,430.36,1.24
2040,WACM,23.94,0.52,59.2,1.07
2040,WALC,8.57,0.57,9.57,0.45
2040,WAUW,0.89,0.78,1.88,1.27
2045,AEC,9.29,1.28,17.25,1.62
2045,AECI,57.66,1.78,129.97,2.75
2045,AVA,15.52,0.74,21.03,0.74
2045,AZPS,73.69,1.15,140.84,1.39
2045,BANC,31.9,0.98,64.67,1.28
2045,BPAT,48.34,0.5,78.89,0.67
2045,CHPD,2.79,0.91,3.7,0.76
2045,CISO,334.27,0.79,548.77,0.94
2045,CPLE,116.11,1.27,216.4,1.66
2045,DOPD,3.05,1.06,5.35,1.33
2045,DUK,165.96,1.03,337.43,1.51
2045,EPE,15.14,1.02,35.14,1.64
2045,ERCO,671.5,1.17,1405.6,1.74
2045,FMPP,36.04,1.08,66.49,1.38
2045,FPC,130.24,1.31,242.84,1.6
2045,FPL,244.13,1.07,422.15,1.27
2045,GCPD,5.05,0.54,9.67,0.84
