Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,Alabama,157.39,1.49,243.23,1.55
2020,Arizona,244.18,2.48,269.42,1.51
2020,Arkansas,53.33,0.95,63.43,0.79
2020,California,1538.84,4.3,2170.89,4.08
2020,Colorado,209.11,2.97,261.86,2.73
2020,Connecticut,22.56,0.63,27.59,0.55
2020,Delaware,2.36,0.16,2.93,0.13
2020,District of Columbia,21.98,1.38,33.31,1.41
2020,Florida,589.39,1.79,935.0,1.87
2020,Georgia,195.6,1.11,313.31,1.2
2020,Idaho,58.23,1.92,50.23,1.18
2020,Illinois,284.29,1.69,352.35,1.43
2020,Indiana,150.82,1.23,230.87,1.37
2020,Iowa,50.2,0.83,84.83,1.03
2020,Kansas,58.97,1.17,81.33,1.06
2020,Kentucky,96.88,1.04,134.77,1.0
2020,Louisiana,146.39,1.36,225.71,1.53
2020,Maine,16.29,1.16,21.26,1.08
2020,Maryland,86.32,1.05,131.44,1.07
2020,Massachusetts,75.53,1.07,97.94,0.99
2020,Michigan,203.25,1.63,313.88,1.85
2020,Minnesota,93.69,1.08,159.67,1.37
2020,Mississippi,66.07,1.12,104.76,1.27
2020,Missouri,84.75,0.79,130.5,0.85
2020,Montana,13.06,0.75,13.01,0.58
2020,Nebraska,24.01,0.66,22.4,0.4
2020,Nevada,70.86,1.54,81.31,1.03
2020,New Hampshire,12.94,0.94,16.59,0.86
2020,New Jersey,149.06,1.48,220.9,1.48
2020,New Mexico,56.33,2.09,80.73,2.08
2020,New York,469.86,2.43,585.91,2.1
2020,North Carolina,123.53,0.73,157.85,0.61
2020,North Dakota,6.94,0.33,7.23,0.24
2020,Ohio,216.23,1.21,328.4,1.23
2020,Oklahoma,74.13,1.0,91.91,0.8
2020,Oregon,156.78,2.5,193.76,2.36
2020,Pennsylvania,232.57,1.3,352.16,1.33
2020,Rhode Island,5.01,0.52,5.95,0.44
2020,South Carolina,69.01,0.66,102.01,0.66
2020,South Dakota,8.05,0.52,11.23,0.51
2020,Tennessee,215.8,1.67,294.12,1.54
2020,Texas,707.87,1.37,1109.04,1.42
2020,Utah,111.72,2.69,155.03,2.81
2020,Vermont,4.39,0.66,5.41,0.57
2020,Virginia,117.32,0.81,171.51,0.8
2020,Washington,404.23,3.21,543.55,3.27
2020,West Virginia,40.82,1.14,62.06,1.16
2020,Wisconsin,124.76,1.48,182.23,1.6
2020,Wyoming,18.38,1.01,20.99,0.91
2025,Alabama,66.7,0.64,74.89,0.49
2025,Arizona,323.7,3.1,329.75,1.77
2025,Arkansas,14.92,0.25,32.57,0.42
2025,California,2086.51,5.49,3058.75,5.39
2025,Colorado,302.03,4.0,368.9,3.64
2025,Connecticut,2.7,0.07,4.96,0.1
