Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,Alabama,92.9,0.87,143.66,0.94
2020,Arizona,58.9,0.51,128.96,0.74
2020,Arkansas,31.65,0.56,35.83,0.46
2020,California,159.41,0.44,268.15,0.52
2020,Colorado,30.24,0.41,79.9,0.86
2020,Connecticut,22.94,0.62,47.18,0.96
2020,Delaware,8.46,0.55,17.61,0.81
2020,District of Columbia,11.31,0.71,21.75,0.95
2020,Florida,241.34,0.74,401.77,0.82
2020,Georgia,173.23,0.98,264.47,1.03
2020,Idaho,18.48,0.58,34.57,0.83
2020,Illinois,76.68,0.44,147.07,0.61
2020,Indiana,48.42,0.4,75.0,0.46
2020,Iowa,29.78,0.5,54.33,0.67
2020,Kansas,29.8,0.55,70.71,0.93
2020,Kentucky,52.97,0.56,101.65,0.77
2020,Louisiana,84.79,0.81,94.68,0.66
2020,Maine,9.85,0.68,18.33,0.96
2020,Maryland,51.39,0.62,103.39,0.86
2020,Massachusetts,45.83,0.63,91.4,0.95
2020,Michigan,46.47,0.37,75.3,0.45
2020,Minnesota,32.43,0.38,56.36,0.49
2020,Mississippi,41.91,0.73,50.62,0.63
2020,Missouri,46.19,0.43,84.23,0.56
2020,Montana,5.83,0.33,9.18,0.41
2020,Nebraska,28.14,0.71,63.4,1.12
2020,Nevada,85.84,1.72,151.51,1.97
2020,New Hampshire,9.17,0.65,17.94,0.95
2020,New Jersey,68.21,0.68,130.3,0.9
2020,New Mexico,18.47,0.66,41.34,1.07
2020,New York,132.03,0.67,274.36,1.02
2020,North Carolina,139.96,0.78,231.44,0.9
2020,North Dakota,9.37,0.43,15.26,0.5
2020,Ohio,99.12,0.54,201.83,0.78
2020,Oklahoma,46.01,0.57,107.48,0.94
2020,Oregon,33.91,0.55,31.72,0.39
2020,Pennsylvania,100.67,0.56,209.63,0.82
2020,Rhode Island,6.4,0.65,13.4,1.02
2020,South Carolina,89.78,0.84,146.35,0.95
2020,South Dakota,6.17,0.38,12.64,0.57
2020,Tennessee,105.26,0.8,184.49,0.99
2020,Texas,375.22,0.73,407.88,0.54
2020,Utah,13.87,0.33,32.26,0.61
2020,Vermont,4.39,0.63,8.8,0.95
2020,Virginia,117.36,0.8,187.33,0.9
2020,Washington,58.38,0.49,38.62,0.24
2020,West Virginia,19.76,0.53,40.59,0.78
2020,Wisconsin,31.97,0.38,54.69,0.49
2020,Wyoming,5.3,0.29,10.57,0.47
2025,Alabama,89.22,0.83,135.61,0.91
2025,Arizona,69.02,0.58,145.66,0.81
2025,Arkansas,27.8,0.49,34.93,0.46
2025,California,138.54,0.35,325.14,0.6
2025,Colorado,34.93,0.45,72.45,0.74
2025,Connecticut,24.85,0.69,49.5,1.04
2025,Delaware,9.0,0.59,15.55,0.74
2025,District of Columbia,17.76,1.11,27.4,1.22
2025,Florida,275.19,0.78,486.28,0.97
2025,Georgia,177.36,0.99,269.29,1.08
2025,Idaho,18.72,0.53,29.42,0.64
2025,Illinois,78.82,0.46,134.11,0.59
2025,Indiana,48.22,0.39,70.4,0.44
2025,Iowa,26.57,0.44,42.94,0.55
2025,Kansas,30.91,0.6,61.71,0.88
2025,Kentucky,52.97,0.55,91.06,0.71
2025,Louisiana,103.0,0.99,121.44,0.88
2025,Maine,10.58,0.74,20.04,1.06
2025,Maryland,51.7,0.62,88.06,0.77
2025,Massachusetts,48.57,0.67,98.46,1.04
2025,Michigan,45.59,0.36,69.81,0.43
2025,Minnesota,34.86,0.4,52.33,0.46
