Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,AEC,8.45,1.55,11.86,1.38
2020,AECI,29.66,1.2,46.63,1.19
2020,AVA,12.55,0.83,13.0,0.62
2020,AZPS,50.39,1.32,84.26,1.29
2020,BANC,33.65,1.54,64.62,1.89
2020,BPAT,59.61,0.85,51.63,0.57
2020,CHPD,2.45,1.07,3.15,0.79
2020,CISO,415.59,1.43,684.7,1.66
2020,CPLE,90.66,1.29,131.35,1.24
2020,DOPD,2.22,1.09,2.09,0.68
2020,DUK,139.89,1.14,211.4,1.19
2020,EPE,14.84,1.51,26.07,1.67
2020,ERCO,570.86,1.46,849.75,1.42
2020,FMPP,38.19,1.62,57.33,1.64
2020,FPC,118.87,1.69,176.56,1.6
2020,FPL,238.72,1.48,358.58,1.49
2020,GCPD,5.69,0.85,6.64,0.8
2020,GVL,5.16,1.97,8.2,2.04
2020,HST,1.2,1.67,1.55,1.47
2020,IID,7.24,1.46,16.67,1.85
2020,IPCO,17.34,0.84,27.86,0.9
2020,ISNE,158.29,0.93,326.1,1.41
2020,JEA,29.76,1.75,43.71,1.73
2020,LDWP,53.65,1.46,102.74,1.85
2020,LGEE,43.0,1.19,61.53,1.19
2020,MISO,665.45,0.86,1052.88,1.0
2020,NEVP,21.77,0.41,50.44,0.62
2020,NSB,1.33,2.42,2.34,2.63
2020,NWMT,14.67,1.35,15.76,1.17
2020,NYIS,246.99,1.27,419.55,1.52
2020,PACE,81.11,1.29,106.0,1.28
2020,PACW,22.82,0.88,24.63,0.74
2020,PGE,25.89,1.01,31.0,0.91
2020,PJM,868.16,0.87,1645.85,1.14
2020,PNM,21.21,1.23,31.21,1.29
2020,PSCO,79.82,1.57,107.27,1.51
2020,PSEI,31.3,0.82,29.79,0.58
2020,SC,39.29,1.25,58.36,1.26
2020,SCEG,39.93,1.23,62.56,1.32
2020,SCL,10.23,0.81,10.86,0.64
2020,SEC,3.12,1.78,4.14,1.59
2020,SOCO,328.8,1.22,478.34,1.2
2020,SPA,0.76,1.01,0.93,0.91
2020,SRP,49.51,1.35,82.53,1.27
2020,SWPP,287.98,0.9,387.12,0.81
