Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,Alabama,67.73,0.65,107.07,0.69
2020,Arizona,118.21,1.3,53.75,0.31
2020,Arkansas,8.1,0.15,10.04,0.13
2020,California,1039.28,2.93,1408.47,2.7
2020,Colorado,109.22,1.57,124.13,1.32
2020,Connecticut,2.24,0.06,4.78,0.1
2020,Delaware,12.77,0.87,18.24,0.84
2020,District of Columbia,6.15,0.39,9.72,0.42
2020,Florida,256.09,0.78,428.88,0.87
2020,Georgia,103.14,0.59,161.17,0.63
2020,Idaho,29.18,0.98,12.21,0.3
2020,Illinois,151.02,0.92,161.45,0.67
2020,Indiana,63.84,0.52,107.81,0.65
2020,Iowa,12.31,0.19,31.39,0.38
2020,Kansas,26.1,0.53,31.87,0.42
2020,Kentucky,22.82,0.25,29.06,0.22
2020,Louisiana,41.69,0.38,80.02,0.56
2020,Maine,8.92,0.64,10.72,0.56
2020,Maryland,36.83,0.45,57.75,0.48
2020,Massachusetts,35.05,0.51,40.41,0.42
2020,Michigan,118.2,0.95,193.72,1.16
2020,Minnesota,43.14,0.49,89.63,0.78
2020,Mississippi,16.82,0.28,34.03,0.42
2020,Missouri,21.45,0.2,36.2,0.24
2020,Montana,9.98,0.56,16.23,0.73
2020,Nebraska,7.03,0.18,17.53,0.31
2020,Nevada,28.27,0.64,17.08,0.22
2020,New Hampshire,5.61,0.41,6.18,0.33
2020,New Jersey,67.38,0.68,99.27,0.68
2020,New Mexico,21.3,0.79,29.97,0.78
2020,New York,251.63,1.33,265.75,0.98
2020,North Carolina,45.28,0.27,37.03,0.15
2020,North Dakota,9.16,0.42,15.91,0.52
2020,Ohio,89.22,0.5,139.03,0.53
2020,Oklahoma,12.62,0.16,23.69,0.21
2020,Oregon,96.26,1.54,113.14,1.39
2020,Pennsylvania,113.2,0.64,173.75,0.67
2020,Rhode Island,0.64,0.06,1.8,0.13
2020,South Carolina,11.09,0.11,10.75,0.07
2020,South Dakota,2.46,0.16,3.68,0.17
2020,Tennessee,95.56,0.75,115.76,0.62
2020,Texas,196.14,0.38,332.77,0.43
2020,Utah,62.23,1.51,90.23,1.67
2020,Vermont,0.91,0.14,0.72,0.08
2020,Virginia,37.8,0.26,54.31,0.26
2020,Washington,285.09,2.27,387.93,2.33
2020,West Virginia,21.44,0.6,33.12,0.63
2020,Wisconsin,65.9,0.78,100.37,0.89
2020,Wyoming,6.63,0.37,10.35,0.45
2025,Alabama,100.49,0.96,148.08,0.98
2025,Arizona,111.26,1.14,82.16,0.45
2025,Arkansas,105.11,1.87,152.83,2.03
2025,California,1215.04,3.25,1715.84,3.11
2025,Colorado,116.89,1.58,121.05,1.23
2025,Connecticut,39.5,1.13,56.42,1.2
2025,Delaware,35.6,2.42,50.58,2.42
2025,District of Columbia,3.19,0.2,4.29,0.19
2025,Florida,52.81,0.16,68.08,0.13
2025,Georgia,173.28,1.0,244.74,0.97
2025,Idaho,21.43,0.63,35.23,0.75
2025,Illinois,54.01,0.34,47.36,0.21
2025,Indiana,85.31,0.72,99.89,0.63
2025,Iowa,63.33,1.09,70.1,0.9
2025,Kansas,29.84,0.61,40.45,0.57
2025,Kentucky,101.88,1.1,155.29,1.21
2025,Louisiana,69.54,0.68,73.08,0.53
2025,Maine,20.98,1.51,29.5,1.59
2025,Maryland,59.18,0.74,83.85,0.73
2025,Massachusetts,30.33,0.43,47.54,0.5
2025,Michigan,17.78,0.14,28.25,0.17
2025,Minnesota,50.39,0.6,42.31,0.38
2025,Mississippi,82.23,1.46,98.34,1.27
2025,Missouri,90.69,0.92,110.97,0.8
2025,Montana,31.84,1.74,43.42,1.9
2025,Nebraska,48.1,1.27,75.95,1.42
2025,Nevada,45.71,0.84,78.31,0.95
2025,New Hampshire,14.78,1.07,21.18,1.15
2025,New Jersey,10.42,0.11,12.49,0.09
2025,New Mexico,14.3,0.51,20.36,0.53
2025,New York,186.45,1.0,167.86,0.65
2025,North Carolina,254.43,1.43,414.1,1.65
2025,North Dakota,27.64,1.26,39.38,1.32
2025,Ohio,100.55,0.57,142.28,0.56
2025,Oklahoma,63.71,0.84,103.21,0.97
2025,Oregon,63.34,0.96,72.91,0.85
2025,Pennsylvania,82.36,0.47,117.13,0.47
2025,Rhode Island,11.06,1.19,15.75,1.27
2025,South Carolina,189.87,1.81,278.05,1.84
2025,South Dakota,27.59,1.74,35.87,1.66
2025,Tennessee,50.26,0.37,101.9,0.55
2025,Texas,187.74,0.36,214.6,0.28
2025,Utah,69.74,1.55,109.54,1.88
2025,Vermont,11.94,1.79,16.67,1.86
2025,Virginia,179.4,1.26,264.53,1.31
2025,Washington,310.54,2.26,423.65,2.35
2025,West Virginia,31.14,0.9,44.15,0.9
2025,Wisconsin,18.9,0.23,18.65,0.17
2025,Wyoming,22.44,1.23,29.5,1.29
2030,Alabama,768.21,7.09,1147.95,7.02
2030,Arizona,639.27,5.03,1310.28,6.69
2030,Arkansas,440.79,7.67,627.11,7.86
2030,California,989.21,2.44,1447.66,2.46
2030,Colorado,368.65,4.58,537.06,5.01
2030,Connecticut,198.74,5.45,277.35,5.57
2030,Delaware,92.33,6.22,134.87,6.2
2030,District of Columbia,67.56,4.31,98.59,4.29
2030,Florida,1637.23,4.7,2371.01,4.53
2030,Georgia,1041.46,5.79,1555.24,5.67
2030,Idaho,194.78,5.36,327.04,6.46
2030,Illinois,713.5,4.18,1094.52,4.52
2030,Indiana,701.52,5.65,944.35,5.52
2030,Iowa,342.02,5.72,450.34,5.45
2030,Kansas,272.7,5.42,401.35,5.39
2030,Kentucky,647.51,6.87,946.6,6.96
2030,Louisiana,644.07,5.96,850.86,5.76
2030,Maine,105.73,7.34,146.8,7.45
2030,Maryland,367.12,4.6,535.87,4.58
2030,Massachusetts,346.61,4.71,485.22,4.83
2030,Michigan,616.88,4.86,812.98,4.72
2030,Minnesota,422.7,4.8,540.56,4.52
2030,Mississippi,442.23,7.55,607.08,7.27
2030,Missouri,575.32,5.6,793.06,5.44
2030,Montana,143.63,7.56,192.13,7.9
2030,Nebraska,224.33,5.78,341.06,5.99
2030,Nevada,308.41,5.25,568.84,6.41
2030,New Hampshire,89.06,6.24,123.98,6.36
2030,New Jersey,418.81,4.14,610.47,4.15
2030,New Mexico,171.89,5.94,236.3,5.85
2030,New York,813.0,4.09,1246.7,4.54
2030,North Carolina,1121.17,6.28,1702.84,6.46
2030,North Dakota,130.99,5.88,186.89,5.94
2030,Ohio,945.95,5.22,1381.23,5.2
2030,Oklahoma,495.02,6.43,749.49,6.59
2030,Oregon,273.31,3.96,365.05,4.01
2030,Pennsylvania,938.23,5.23,1371.1,5.22
2030,Rhode Island,52.97,5.45,73.92,5.56
2030,South Carolina,698.37,6.43,1046.94,6.47
2030,South Dakota,106.17,6.65,146.56,6.54
2030,Tennessee,821.11,6.13,1271.04,6.46
2030,Texas,3063.07,5.61,4501.18,5.52
2030,Utah,187.54,3.94,228.81,3.63
2030,Vermont,51.48,7.52,71.45,7.64
2030,Virginia,821.19,5.75,1205.63,5.77
2030,Washington,411.55,2.92,519.29,2.78
2030,West Virginia,221.56,6.43,323.66,6.41
2030,Wisconsin,426.89,4.97,565.6,4.88
2030,Wyoming,144.08,7.47,185.33,7.57
2035,Alabama,1666.99,14.81,2436.64,14.81
2035,Arizona,1599.93,12.35,3030.66,14.34
2035,Arkansas,917.08,15.42,1280.51,15.44
2035,California,3905.89,9.24,5766.79,9.27
2035,Colorado,1033.08,12.13,1474.44,12.69
2035,Connecticut,446.61,11.52,622.48,11.65
2035,Delaware,196.38,12.48,293.04,12.49
2035,District of Columbia,159.53,9.71,238.15,9.73
2035,Florida,4126.82,11.21,6073.57,11.11
2035,Georgia,2329.19,12.54,3414.0,12.49
2035,Idaho,462.44,12.45,724.76,14.23
2035,Illinois,1810.14,10.05,2729.55,10.46
2035,Indiana,1690.99,12.74,2359.58,12.65
2035,Iowa,777.5,12.57,1064.31,12.4
2035,Kansas,636.44,12.51,895.49,12.17
2035,Kentucky,1439.45,14.45,2122.15,14.72
2035,Louisiana,1461.79,13.13,2001.69,13.01
2035,Maine,231.46,15.1,321.77,15.23
2035,Maryland,865.87,10.23,1292.46,10.24
2035,Massachusetts,818.29,10.5,1141.69,10.63
2035,Michigan,1541.61,11.45,2117.22,11.37
2035,Minnesota,1002.61,10.96,1365.31,10.83
2035,Mississippi,928.07,15.34,1294.69,15.21
2035,Missouri,1296.15,12.18,1796.31,12.0
2035,Montana,306.11,15.65,396.39,16.1
2035,Nebraska,490.08,12.58,698.55,12.46
2035,Nevada,724.99,11.89,1288.6,13.52
2035,New Hampshire,200.89,13.31,279.59,13.44
2035,New Jersey,1064.39,9.88,1580.63,9.91
2035,New Mexico,433.78,14.07,611.12,13.97
2035,New York,2222.64,10.52,3251.64,10.88
2035,North Carolina,2404.09,13.05,3546.06,13.23
2035,North Dakota,292.54,12.99,408.29,12.89
2035,Ohio,2296.6,11.86,3427.26,11.88
2035,Oklahoma,1115.15,14.0,1590.88,13.84
2035,Oregon,736.0,10.48,946.92,10.63
2035,Pennsylvania,2198.2,11.54,3281.6,11.56
2035,Rhode Island,116.65,11.29,162.61,11.42
2035,South Carolina,1477.24,13.2,2148.39,13.22
2035,South Dakota,225.38,14.03,308.07,13.78
2035,Tennessee,1862.75,13.31,2751.32,13.65
2035,Texas,7095.74,12.41,10536.56,12.38
2035,Utah,522.8,10.58,659.56,10.0
2035,Vermont,109.96,15.29,152.86,15.42
2035,Virginia,1831.74,12.26,2753.03,12.38
2035,Washington,1315.44,9.1,1655.56,9.02
2035,West Virginia,499.15,13.76,744.75,13.77
2035,Wisconsin,1021.8,11.31,1401.69,11.29
2035,Wyoming,324.81,15.86,419.64,16.05
2040,Alabama,2554.81,21.84,3744.53,21.78
2040,Arizona,2537.46,18.49,4615.11,20.77
2040,Arkansas,1408.5,22.49,1987.38,22.99
2040,California,6544.99,14.59,9421.19,14.45
2040,Colorado,1653.45,18.06,2330.11,18.68
2040,Connecticut,675.52,16.53,907.77,16.66
2040,Delaware,284.16,17.85,405.99,17.9
2040,District of Columbia,235.58,14.37,336.81,14.42
2040,Florida,6381.39,16.72,9594.55,16.58
2040,Georgia,3565.31,18.57,5225.76,18.38
2040,Idaho,727.81,18.62,1126.18,20.69
2040,Illinois,2787.77,15.1,3985.35,15.54
2040,Indiana,2580.38,18.88,3478.1,18.84
2040,Iowa,1202.51,18.61,1617.98,18.36
2040,Kansas,1058.21,18.91,1586.25,18.92
2040,Kentucky,2198.88,21.38,3110.33,21.57
2040,Louisiana,2238.44,19.39,2994.34,19.24
2040,Maine,347.69,21.45,466.4,21.58
2040,Maryland,1313.32,15.4,1877.2,15.45
2040,Massachusetts,1240.6,15.25,1668.2,15.38
2040,Michigan,2372.2,17.22,3160.44,17.2
2040,Minnesota,1558.47,16.46,2052.98,16.21
2040,Mississippi,1448.04,22.79,1984.45,22.47
2040,Missouri,2047.7,18.02,2855.35,17.76
2040,Montana,466.83,22.6,622.04,23.49
2040,Nebraska,777.44,18.67,1176.38,18.98
2040,Nevada,1141.37,17.89,1945.97,19.63
2040,New Hampshire,307.59,19.43,412.87,19.55
2040,New Jersey,1638.18,14.84,2327.85,14.9
2040,New Mexico,679.81,20.65,963.83,20.58
2040,New York,3434.89,15.75,4792.01,16.13
2040,North Carolina,3651.01,19.34,5336.49,19.71
2040,North Dakota,431.06,18.61,616.62,18.88
2040,Ohio,3508.47,17.62,5012.87,17.67
2040,Oklahoma,1808.9,20.74,2742.46,20.99
2040,Oregon,1184.16,16.07,1498.26,16.17
2040,Pennsylvania,3341.88,17.44,4776.09,17.5
2040,Rhode Island,175.06,16.19,235.28,16.32
2040,South Carolina,2242.35,19.45,3253.66,19.52
2040,South Dakota,347.66,20.82,486.29,20.69
2040,Tennessee,2899.26,19.99,4280.66,20.53
2040,Texas,10970.78,18.12,16175.33,17.88
2040,Utah,846.06,16.06,1094.3,15.58
2040,Vermont,166.28,22.13,223.02,22.26
2040,Virginia,2732.96,18.09,3915.03,18.2
2040,Washington,2158.77,14.27,2715.96,14.16
2040,West Virginia,755.97,20.55,1079.7,20.6
2040,Wisconsin,1567.54,17.01,2084.26,17.04
2040,Wyoming,493.48,22.7,640.05,23.03
2045,Alabama,3517.21,29.78,5047.53,29.69
2045,Arizona,3612.92,25.1,6415.63,27.32
2045,Arkansas,1947.76,30.41,2741.0,30.67
2045,California,9527.82,20.23,13742.56,20.06
2045,Colorado,2323.74,24.1,3258.0,24.81
2045,Connecticut,994.39,22.15,1388.88,22.3
2045,Delaware,407.15,24.25,605.62,24.31
2045,District of Columbia,348.07,20.17,518.02,20.23
2045,Florida,9311.2,23.48,14075.4,23.4
2045,Georgia,4978.87,25.53,7121.96,25.25
2045,Idaho,1028.01,25.51,1535.76,27.12
2045,Illinois,4123.73,20.85,6085.8,21.33
2045,Indiana,3776.79,25.8,5240.15,25.76
2045,Iowa,1661.24,25.18,2288.7,25.06
2045,Kansas,1487.44,25.87,2206.68,25.87
2045,Kentucky,3091.31,28.72,4517.9,29.12
2045,Louisiana,3145.84,26.62,4303.32,26.54
2045,Maine,505.55,28.46,705.11,28.61
2045,Maryland,1948.08,21.48,2898.7,21.55
2045,Massachusetts,1849.98,20.64,2585.12,20.79
2045,Michigan,3536.44,23.71,4830.95,23.69
2045,Minnesota,2170.09,22.44,2944.35,22.31
2045,Mississippi,1957.33,30.6,2707.31,30.46
2045,Missouri,2874.87,24.38,4059.14,24.22
2045,Montana,630.79,29.71,833.45,30.57
2045,Nebraska,1063.97,25.3,1587.93,25.61
2045,Nevada,1597.67,24.15,2670.09,25.59
2045,New Hampshire,449.97,26.0,627.89,26.14
2045,New Jersey,2493.62,20.84,3688.71,20.89
2045,New Mexico,940.81,27.28,1339.61,27.34
2045,New York,5095.84,21.31,7348.63,21.57
2045,North Carolina,5135.59,26.37,7620.74,26.68
2045,North Dakota,574.38,25.34,820.24,25.55
2045,Ohio,5167.63,24.13,7686.8,24.2
2045,Oklahoma,2509.78,27.91,3754.06,28.12
2045,Oregon,1707.86,22.51,2191.75,22.5
2045,Pennsylvania,4992.93,24.33,7424.93,24.39
2045,Rhode Island,261.27,21.78,364.95,21.93
2045,South Carolina,3145.15,26.55,4603.24,26.59
2045,South Dakota,473.61,27.98,664.54,27.89
2045,Tennessee,4011.11,27.11,5826.76,27.57
2045,Texas,15768.5,25.06,23489.49,25.01
2045,Utah,1202.36,22.0,1603.31,21.93
2045,Vermont,237.93,29.47,331.79,29.62
2045,Virginia,3942.49,24.88,5885.1,25.07
2045,Washington,3167.54,20.32,4043.37,20.16
2045,West Virginia,1081.91,28.09,1608.73,28.15
2045,Wisconsin,2264.35,23.1,3082.35,23.15
2045,Wyoming,668.4,29.26,870.78,29.71
2050,Alabama,4763.6,37.35,6973.2,37.39
2050,Arizona,4609.91,30.41,8148.99,32.71
2050,Arkansas,2606.21,38.22,3638.15,38.28
2050,California,12298.76,24.39,17532.79,24.27
2050,Colorado,2971.66,28.88,4122.19,29.58
2050,Connecticut,1288.19,27.09,1818.11,27.23
2050,Delaware,540.79,30.56,807.36,30.7
2050,District of Columbia,476.89,25.84,712.55,25.98
2050,Florida,12769.45,29.33,19312.19,29.27
2050,Georgia,6879.24,32.27,10100.79,32.19
2050,Idaho,1310.84,31.38,1887.76,32.64
2050,Illinois,5264.97,25.23,7763.14,25.7
2050,Indiana,4939.94,32.1,6894.06,32.06
2050,Iowa,2016.26,29.5,2785.4,29.41
2050,Kansas,1935.37,31.83,2808.91,31.56
2050,Kentucky,4087.98,36.0,5984.32,36.39
2050,Louisiana,4165.92,33.33,5721.6,33.25
2050,Maine,654.6,35.19,922.83,35.33
2050,Maryland,2655.16,27.56,3965.9,27.71
2050,Massachusetts,2401.72,25.38,3390.84,25.52
2050,Michigan,4593.69,29.63,6314.53,29.62
2050,Minnesota,2678.17,26.52,3660.03,26.43
2050,Mississippi,2636.13,38.44,3685.75,38.29
2050,Missouri,3718.65,29.81,5223.51,29.67
2050,Montana,792.8,36.09,1027.89,37.07
2050,Nebraska,1292.37,29.72,1883.85,29.76
2050,Nevada,2050.63,29.2,3407.44,30.71
2050,New Hampshire,581.98,32.18,820.74,32.32
2050,New Jersey,3349.7,26.54,4973.53,26.68
2050,New Mexico,1205.84,32.82,1713.4,32.97
2050,New York,6574.66,26.12,9530.91,26.42
2050,North Carolina,6910.95,33.2,10236.53,33.54
2050,North Dakota,662.11,27.51,935.41,27.56
2050,Ohio,6761.72,30.06,10095.51,30.2
2050,Oklahoma,3267.85,34.12,4773.9,34.08
2050,Oregon,2188.77,27.84,2758.49,27.83
2050,Pennsylvania,6688.22,31.37,9978.9,31.5
2050,Rhode Island,339.24,26.59,478.84,26.73
2050,South Carolina,4218.7,33.44,6167.61,33.51
2050,South Dakota,578.03,33.14,802.36,32.93
2050,Tennessee,5443.79,34.12,7952.55,34.59
2050,Texas,20459.48,30.65,30342.96,30.62
2050,Utah,1537.01,26.81,2033.51,26.69
2050,Vermont,304.93,36.45,429.82,36.59
2050,Virginia,5301.5,31.33,7935.01,31.6
2050,Washington,4084.08,25.47,5069.19,25.34
2050,West Virginia,1422.06,35.42,2121.72,35.56
2050,Wisconsin,2885.7,28.19,3950.66,28.24
2050,Wyoming,840.44,34.93,1074.74,35.19
2055,Alabama,5784.02,44.76,8484.37,44.81
2055,Arizona,5790.83,36.58,9860.88,38.48
2055,Arkansas,3169.23,45.72,4337.61,45.76
2055,California,15731.52,28.93,23140.18,28.96
2055,Colorado,3626.06,33.22,4955.86,33.84
2055,Connecticut,1581.29,30.8,2181.05,30.92
2055,Delaware,667.9,37.22,964.61,37.39
2055,District of Columbia,584.36,31.8,844.57,31.97
2055,Florida,15670.81,36.17,22875.31,36.01
2055,Georgia,8258.52,39.16,12160.94,39.11
2055,Idaho,1639.48,37.41,2374.16,38.46
2055,Illinois,6248.75,28.85,8902.49,29.25
2055,Indiana,6100.21,38.44,8315.65,38.46
2055,Iowa,2354.17,32.78,3197.71,32.77
2055,Kansas,2293.39,36.48,3281.35,36.26
2055,Kentucky,4938.89,42.94,7011.82,43.14
2055,Louisiana,5132.31,39.9,6919.64,39.86
2055,Maine,835.51,40.13,1151.46,40.24
2055,Maryland,3282.0,34.02,4741.88,34.18
