Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,AEC,7.81,1.42,12.83,1.54
2020,AECI,47.64,1.91,86.39,2.28
2020,AVA,18.61,1.28,16.32,0.81
2020,AZPS,50.87,1.19,118.54,1.79
2020,BANC,27.38,1.24,63.99,1.93
2020,BPAT,79.94,1.17,88.16,1.01
2020,CHPD,4.07,1.83,4.5,1.2
2020,CISO,282.69,0.98,547.8,1.37
2020,CPLE,108.62,1.52,176.39,1.69
2020,DOPD,3.32,1.66,3.17,1.05
2020,DUK,153.61,1.21,298.0,1.68
2020,EPE,12.2,1.17,28.88,1.89
2020,ERCO,369.59,0.95,445.06,0.75
2020,FMPP,28.64,1.2,53.94,1.56
2020,FPC,98.23,1.38,175.33,1.6
2020,FPL,180.82,1.1,323.12,1.35
2020,GCPD,5.75,0.88,7.24,0.91
2020,GVL,4.69,1.78,7.97,2.0
2020,HST,1.12,1.59,1.4,1.35
2020,IID,7.05,1.43,14.99,1.73
2020,IPCO,27.73,1.31,71.25,2.41
2020,ISNE,256.35,1.48,618.57,2.72
2020,JEA,26.47,1.55,37.82,1.52
2020,LDWP,45.75,1.22,115.77,2.16
2020,LGEE,45.08,1.22,87.4,1.7
2020,MISO,571.27,0.7,1350.97,1.3
2020,NEVP,60.17,1.16,141.65,1.83
2020,NSB,1.19,2.13,2.22,2.52
2020,NWMT,9.58,0.9,11.69,0.89
2020,NYIS,275.68,1.36,737.08,2.75
2020,PACE,60.14,0.94,162.5,2.05
2020,PACW,30.62,1.21,42.49,1.32
2020,PGE,34.89,1.4,56.87,1.76
2020,PJM,1096.83,1.03,2925.59,2.05
2020,PNM,16.54,0.94,37.91,1.61
2020,PSCO,49.0,0.94,120.82,1.76
2020,PSEI,40.17,1.08,41.86,0.84
2020,SC,46.74,1.42,77.6,1.66
2020,SCEG,45.4,1.32,84.71,1.77
2020,SCL,12.1,0.98,13.9,0.85
2020,SEC,2.44,1.43,3.23,1.25
2020,SOCO,287.98,1.05,488.89,1.26
2020,SPA,0.77,1.05,1.07,1.07
2020,SRP,48.23,1.16,114.19,1.77
2020,SWPP,381.52,1.15,758.29,1.63
2020,TAL,5.78,1.6,9.7,1.81
2020,TEC,42.49,1.52,60.87,1.46
2020,TEPC,24.74,1.28,55.28,1.89
2020,TIDC,3.74,1.11,8.62,1.67
2020,TPWR,7.39,1.21,8.01,0.95
2020,TVA,211.67,1.04,414.89,1.45
2020,WACM,29.14,0.92,51.01,1.31
2020,WALC,7.87,0.73,10.65,0.69
2020,WAUW,1.58,1.81,2.49,2.17
2025,AEC,11.56,2.06,16.08,1.9
2025,AECI,52.98,2.16,98.54,2.7
2025,AVA,24.68,1.55,20.4,0.9
2025,AZPS,57.69,1.3,127.8,1.84
2025,BANC,38.62,1.63,85.12,2.34
2025,BPAT,100.39,1.35,137.78,1.4
2025,CHPD,4.97,2.05,5.46,1.31
2025,CISO,291.29,0.97,542.36,1.28
2025,CPLE,172.01,2.36,286.73,2.75
2025,DOPD,4.42,1.99,4.53,1.34
2025,DUK,241.43,1.88,427.43,2.43
2025,EPE,12.66,1.24,26.07,1.73
2025,ERCO,492.83,1.22,646.55,1.09
2025,FMPP,37.36,1.49,58.47,1.62
2025,FPC,141.25,1.86,218.72,1.92
2025,FPL,232.9,1.35,392.55,1.59
2025,GCPD,7.38,1.02,12.08,1.36
2025,GVL,6.69,2.32,12.8,3.07
2025,HST,1.26,1.7,1.65,1.53
2025,IID,7.09,1.4,14.06,1.53
2025,IPCO,38.59,1.65,83.21,2.53
2025,ISNE,270.15,1.58,571.14,2.61
2025,JEA,37.67,2.02,65.7,2.51
2025,LDWP,46.66,1.21,106.05,1.89
2025,LGEE,60.9,1.65,103.27,2.06
2025,MISO,796.33,0.97,1793.98,1.76
2025,NEVP,68.63,1.26,139.13,1.64
2025,NSB,1.48,2.5,2.47,2.67
2025,NWMT,11.31,1.02,13.34,0.96
2025,NYIS,302.64,1.53,742.65,2.89
2025,PACE,73.48,1.08,187.33,2.23
2025,PACW,39.53,1.46,55.24,1.61
2025,PGE,43.85,1.66,71.7,2.08
2025,PJM,1523.49,1.5,2916.58,2.12
2025,PNM,18.27,1.02,35.64,1.5
2025,PSCO,62.17,1.11,160.2,2.22
2025,PSEI,47.88,1.2,46.3,0.84
2025,SC,65.9,1.94,112.94,2.39
2025,SCEG,64.98,1.86,111.14,2.3
2025,SCL,13.31,1.0,13.96,0.79
2025,SEC,3.22,1.74,4.23,1.48
2025,SOCO,488.97,1.76,786.94,2.07
2025,SPA,0.92,1.27,1.1,1.11
2025,SRP,55.61,1.32,113.98,1.68
2025,SWPP,488.43,1.46,1300.01,2.94
2025,TAL,8.44,2.18,12.26,2.18
2025,TEC,54.88,1.84,76.13,1.77
2025,TEPC,26.8,1.36,59.05,1.96
2025,TIDC,4.64,1.28,9.96,1.8
2025,TPWR,8.54,1.28,10.4,1.11
2025,TVA,351.0,1.69,640.65,2.26
2025,WACM,34.89,1.03,63.37,1.55
2025,WALC,8.75,0.77,10.49,0.64
2025,WAUW,1.61,1.76,3.01,2.45
2030,AEC,13.47,2.29,20.35,2.2
2030,AECI,55.21,2.25,96.36,2.54
2030,AVA,31.03,1.8,34.64,1.45
2030,AZPS,76.96,1.61,127.52,1.66
2030,BANC,55.34,2.18,95.51,2.43
2030,BPAT,135.53,1.74,140.08,1.37
2030,CHPD,6.13,2.37,4.79,1.1
2030,CISO,418.94,1.28,617.41,1.33
2030,CPLE,166.18,2.23,267.7,2.41
2030,DOPD,5.34,2.28,6.28,1.86
2030,DUK,230.02,1.72,375.3,1.97
2030,EPE,16.17,1.47,29.53,1.8
2030,ERCO,618.18,1.44,845.01,1.3
2030,FMPP,45.28,1.68,87.51,2.3
2030,FPC,169.31,2.1,295.82,2.45
2030,FPL,298.55,1.6,539.29,2.05
2030,GCPD,8.91,1.18,10.83,1.13
2030,GVL,7.54,2.49,13.39,3.02
2030,HST,1.68,2.1,2.3,2.01
2030,IID,9.77,1.82,14.91,1.49
2030,IPCO,45.68,1.85,88.94,2.41
2030,ISNE,336.49,1.86,635.29,2.65
2030,JEA,42.39,2.21,72.68,2.62
2030,LDWP,69.02,1.64,125.92,2.02
2030,LGEE,70.64,1.84,145.33,2.73
2030,MISO,889.66,1.03,1879.57,1.67
2030,NEVP,93.27,1.58,170.87,1.88
2030,NSB,1.65,2.6,3.42,3.52
2030,NWMT,14.49,1.21,20.11,1.34
2030,NYIS,366.1,1.73,814.36,2.9
2030,PACE,79.63,1.09,162.62,1.74
2030,PACW,52.49,1.85,65.5,1.75
2030,PGE,59.9,2.15,94.22,2.53
2030,PJM,1566.21,1.5,2842.61,1.93
2030,PNM,24.47,1.25,39.75,1.51
2030,PSCO,78.03,1.26,194.29,2.4
2030,PSEI,60.28,1.41,48.15,0.84
2030,SC,67.98,1.91,109.68,2.11
2030,SCEG,67.77,1.82,110.02,2.05
2030,SCL,16.79,1.19,16.22,0.87
2030,SEC,3.72,1.93,6.21,2.18
2030,SOCO,483.56,1.66,704.61,1.65
2030,SPA,1.04,1.38,1.7,1.69
2030,SRP,76.6,1.69,123.17,1.65
2030,SWPP,497.15,1.43,1086.47,2.24
2030,TAL,8.77,2.14,17.01,2.79
2030,TEC,67.88,2.14,101.62,2.21
2030,TEPC,36.87,1.72,58.8,1.76
2030,TIDC,6.37,1.65,10.82,1.82
2030,TPWR,10.56,1.5,8.41,0.86
2030,TVA,357.28,1.65,616.28,1.99
2030,WACM,43.06,1.15,79.44,1.74
2030,WALC,13.54,1.11,12.17,0.69
2030,WAUW,2.05,2.05,4.09,3.04
2035,AEC,11.21,1.76,17.36,1.78
2035,AECI,62.44,2.29,126.21,3.24
2035,AVA,31.72,1.71,38.51,1.6
2035,AZPS,95.41,1.82,149.7,1.74
2035,BANC,58.7,2.17,108.96,2.64
2035,BPAT,135.0,1.62,187.43,1.83
2035,CHPD,6.37,2.29,9.06,2.09
2035,CISO,499.82,1.41,828.19,1.64
2035,CPLE,165.77,2.07,251.53,2.16
2035,DOPD,6.48,2.55,10.11,2.98
2035,DUK,242.1,1.68,457.37,2.28
2035,EPE,18.71,1.54,35.71,1.98
2035,ERCO,799.5,1.67,1556.38,2.27
2035,FMPP,42.03,1.44,64.27,1.56
2035,FPC,156.16,1.79,267.96,2.07
2035,FPL,284.47,1.41,421.96,1.48
2035,GCPD,10.95,1.36,15.77,1.59
2035,GVL,7.16,2.17,12.66,2.65
2035,HST,1.64,1.87,1.79,1.42
2035,IID,11.87,1.98,21.54,1.96
2035,IPCO,49.89,1.88,107.12,2.78
2035,ISNE,312.93,1.57,655.95,2.48
2035,JEA,40.99,1.95,65.97,2.23
2035,LDWP,77.07,1.68,159.41,2.34
2035,LGEE,64.02,1.54,111.08,1.93
2035,MISO,1034.18,1.08,2218.06,1.76
2035,NEVP,105.16,1.62,219.24,2.18
2035,NSB,1.67,2.46,3.02,2.9
2035,NWMT,16.3,1.26,26.68,1.71
2035,NYIS,375.09,1.61,865.57,2.74
2035,PACE,101.47,1.28,250.43,2.5
2035,PACW,54.27,1.79,82.73,2.17
2035,PGE,61.37,2.07,111.51,2.93
2035,PJM,1689.65,1.44,3430.53,2.07
2035,PNM,29.23,1.34,52.73,1.77
2035,PSCO,90.75,1.34,229.84,2.53
2035,PSEI,62.7,1.36,73.0,1.23
2035,SC,69.13,1.82,107.4,1.97
2035,SCEG,67.05,1.69,112.78,2.04
2035,SCL,17.52,1.15,24.09,1.24
2035,SEC,3.32,1.58,4.67,1.5
2035,SOCO,437.53,1.4,747.21,1.69
2035,SPA,1.05,1.29,1.49,1.37
2035,SRP,91.73,1.85,138.17,1.64
2035,SWPP,558.96,1.52,1309.45,2.62
2035,TAL,8.89,2.03,15.32,2.36
2035,TEC,66.07,1.9,102.02,2.05
2035,TEPC,46.66,1.94,81.48,2.18
2035,TIDC,6.67,1.66,11.17,1.76
2035,TPWR,10.56,1.4,13.73,1.38
2035,TVA,324.53,1.38,583.47,1.79
2035,WACM,52.95,1.29,98.45,1.94
2035,WALC,15.35,1.19,11.37,0.59
2035,WAUW,2.29,2.15,4.99,3.58
2040,AEC,14.51,2.03,26.25,2.44
2040,AECI,77.48,2.52,147.55,3.07
2040,AVA,30.87,1.5,46.36,1.77
2040,AZPS,101.25,1.67,213.27,2.24
2040,BANC,49.05,1.6,103.82,2.25
2040,BPAT,128.6,1.42,208.32,1.92
2040,CHPD,6.07,1.94,10.1,2.23
2040,CISO,410.28,1.03,835.34,1.52
2040,CPLE,190.06,2.2,363.49,2.99
2040,DOPD,5.86,2.08,9.93,2.71
