scenario,state,year,load_TWh,load_normalized
rcp85cooler_ssp5,MA,2085,155.428857314047,2.533
rcp85cooler_ssp5,MA,2090,162.349339550973,2.646
rcp85cooler_ssp5,MA,2095,169.013615543589,2.754
rcp85cooler_ssp5,MA,2100,174.172186778288,2.838
rcp85cooler_ssp5,MD,1975,9.97733130555564,0.14
rcp85cooler_ssp5,MD,1990,54.8383654265838,0.77
rcp85cooler_ssp5,MD,2005,75.4001904016673,1.058
rcp85cooler_ssp5,MD,2010,72.3783119382506,1.016
rcp85cooler_ssp5,MD,2015,68.2140731399172,0.957
rcp85cooler_ssp5,MD,2020,71.2538369029586,1.0
rcp85cooler_ssp5,MD,2025,70.4077266037589,0.988
rcp85cooler_ssp5,MD,2030,71.7017372490933,1.006
rcp85cooler_ssp5,MD,2035,78.2369857058926,1.098
rcp85cooler_ssp5,MD,2040,80.8382631792148,1.135
rcp85cooler_ssp5,MD,2045,87.9092401326215,1.234
rcp85cooler_ssp5,MD,2050,96.1082342883574,1.349
rcp85cooler_ssp5,MD,2055,99.2387616592472,1.393
rcp85cooler_ssp5,MD,2060,110.696481474454,1.554
rcp85cooler_ssp5,MD,2065,115.553892877026,1.622
rcp85cooler_ssp5,MD,2070,119.847810157196,1.682
rcp85cooler_ssp5,MD,2075,131.095024500798,1.84
rcp85cooler_ssp5,MD,2080,133.866889783818,1.879
rcp85cooler_ssp5,MD,2085,143.640395519303,2.016
rcp85cooler_ssp5,MD,2090,155.347826274582,2.18
rcp85cooler_ssp5,MD,2095,156.106545331155,2.191
rcp85cooler_ssp5,MD,2100,168.39765685184,2.363
rcp85cooler_ssp5,ME,1975,2.67505469444447,0.218
rcp85cooler_ssp5,ME,1990,12.7126058305557,1.037
rcp85cooler_ssp5,ME,2005,13.6185886922223,1.111
rcp85cooler_ssp5,ME,2010,12.637124206389,1.031
rcp85cooler_ssp5,ME,2015,12.847168731389,1.048
rcp85cooler_ssp5,ME,2020,12.2560998385557,1.0
rcp85cooler_ssp5,ME,2025,12.2391885521623,0.999
rcp85cooler_ssp5,ME,2030,13.1083402059409,1.07
rcp85cooler_ssp5,ME,2035,14.4456696064546,1.179
rcp85cooler_ssp5,ME,2040,15.7400342133796,1.284
rcp85cooler_ssp5,ME,2045,17.6982151585421,1.444
rcp85cooler_ssp5,ME,2050,19.0326531410493,1.553
rcp85cooler_ssp5,ME,2055,21.6964272654788,1.77
rcp85cooler_ssp5,ME,2060,23.8614351037835,1.947
rcp85cooler_ssp5,ME,2065,25.9056067255602,2.114
rcp85cooler_ssp5,ME,2070,27.6186233007372,2.253
rcp85cooler_ssp5,ME,2075,29.5820524891905,2.414
rcp85cooler_ssp5,ME,2080,30.8887001700878,2.52
rcp85cooler_ssp5,ME,2085,32.8532399553944,2.681
rcp85cooler_ssp5,ME,2090,33.8688113784794,2.763
rcp85cooler_ssp5,ME,2095,35.8184375229258,2.922
rcp85cooler_ssp5,ME,2100,37.2207976090889,3.037
rcp85cooler_ssp5,MI,1975,31.4037308333336,0.293
rcp85cooler_ssp5,MI,1990,91.1223002094452,0.85
rcp85cooler_ssp5,MI,2005,121.952499336834,1.137
rcp85cooler_ssp5,MI,2010,113.659990293862,1.06
rcp85cooler_ssp5,MI,2015,110.756526413945,1.033
rcp85cooler_ssp5,MI,2020,107.24501675689,1.0
rcp85cooler_ssp5,MI,2025,108.044531974184,1.007
rcp85cooler_ssp5,MI,2030,113.99581723097,1.063
rcp85cooler_ssp5,MI,2035,124.45856112109,1.161
rcp85cooler_ssp5,MI,2040,131.48179930734,1.226
rcp85cooler_ssp5,MI,2045,145.444265952231,1.356
rcp85cooler_ssp5,MI,2050,154.856957039323,1.444
rcp85cooler_ssp5,MI,2055,164.201623760609,1.531
rcp85cooler_ssp5,MI,2060,180.966531411115,1.687
rcp85cooler_ssp5,MI,2065,192.135185233957,1.792
rcp85cooler_ssp5,MI,2070,201.307874250023,1.877
rcp85cooler_ssp5,MI,2075,216.476997124894,2.019
rcp85cooler_ssp5,MI,2080,223.13311832736,2.081
rcp85cooler_ssp5,MI,2085,241.211375537152,2.249
rcp85cooler_ssp5,MI,2090,251.043073018021,2.341
rcp85cooler_ssp5,MI,2095,258.4344188922,2.41
rcp85cooler_ssp5,MI,2100,270.949373941241,2.526
rcp85cooler_ssp5,MN,1975,12.3356282500001,0.166
rcp85cooler_ssp5,MN,1990,52.1883842852782,0.704
rcp85cooler_ssp5,MN,2005,72.8605545863895,0.983
rcp85cooler_ssp5,MN,2010,74.2356350247228,1.002
rcp85cooler_ssp5,MN,2015,71.9217898780561,0.971
rcp85cooler_ssp5,MN,2020,74.0956153286117,1.0
rcp85cooler_ssp5,MN,2025,75.6949357601906,1.022
rcp85cooler_ssp5,MN,2030,79.0961445033376,1.067
rcp85cooler_ssp5,MN,2035,84.6276183985646,1.142
rcp85cooler_ssp5,MN,2040,90.1576548081041,1.217
rcp85cooler_ssp5,MN,2045,94.4366178097238,1.275
rcp85cooler_ssp5,MN,2050,99.9019324868344,1.348
rcp85cooler_ssp5,MN,2055,106.18225555842,1.433
rcp85cooler_ssp5,MN,2060,117.016261908798,1.579
rcp85cooler_ssp5,MN,2065,123.616148999812,1.668
rcp85cooler_ssp5,MN,2070,129.696363095804,1.75
rcp85cooler_ssp5,MN,2075,138.869146415874,1.874
rcp85cooler_ssp5,MN,2080,146.974526805877,1.984
rcp85cooler_ssp5,MN,2085,154.090801165414,2.08
rcp85cooler_ssp5,MN,2090,158.741435993326,2.142
rcp85cooler_ssp5,MN,2095,163.889663491818,2.212
rcp85cooler_ssp5,MN,2100,170.325966522783,2.299
rcp85cooler_ssp5,MO,1975,12.9964341111112,0.142
rcp85cooler_ssp5,MO,1990,59.9410593489727,0.653
rcp85cooler_ssp5,MO,2005,90.1727056712785,0.983
rcp85cooler_ssp5,MO,2010,94.9465573837508,1.035
rcp85cooler_ssp5,MO,2015,88.8447057451674,0.968
rcp85cooler_ssp5,MO,2020,91.750391892821,1.0
rcp85cooler_ssp5,MO,2025,88.7329149064204,0.967
rcp85cooler_ssp5,MO,2030,93.2449179067321,1.016
rcp85cooler_ssp5,MO,2035,99.4554021590186,1.084
rcp85cooler_ssp5,MO,2040,110.031206298255,1.199
rcp85cooler_ssp5,MO,2045,116.991308946407,1.275
rcp85cooler_ssp5,MO,2050,126.889127376744,1.383
rcp85cooler_ssp5,MO,2055,131.256544736681,1.431
rcp85cooler_ssp5,MO,2060,150.64936172253,1.642
rcp85cooler_ssp5,MO,2065,154.684591386238,1.686
rcp85cooler_ssp5,MO,2070,163.711382367604,1.784
rcp85cooler_ssp5,MO,2075,174.739434174709,1.905
rcp85cooler_ssp5,MO,2080,191.33765483331,2.085
rcp85cooler_ssp5,MO,2085,197.702983262741,2.155
rcp85cooler_ssp5,MO,2090,208.223779706365,2.269
rcp85cooler_ssp5,MO,2095,208.108808980716,2.268
rcp85cooler_ssp5,MO,2100,217.982191362061,2.376
rcp85cooler_ssp5,MS,1975,7.40102847222228,0.146
rcp85cooler_ssp5,MS,1990,35.5814476693225,0.704
rcp85cooler_ssp5,MS,2005,50.6378253251393,1.002
rcp85cooler_ssp5,MS,2010,54.4308056774449,1.077
rcp85cooler_ssp5,MS,2015,52.5398227462504,1.039
rcp85cooler_ssp5,MS,2020,50.5507661399193,1.0
rcp85cooler_ssp5,MS,2025,50.6523608555907,1.002
rcp85cooler_ssp5,MS,2030,53.866891116306,1.066
rcp85cooler_ssp5,MS,2035,57.4364483930149,1.136
rcp85cooler_ssp5,MS,2040,62.6853638196202,1.24
rcp85cooler_ssp5,MS,2045,64.9640052937489,1.285
rcp85cooler_ssp5,MS,2050,71.9371862595959,1.423
rcp85cooler_ssp5,MS,2055,75.0670107526684,1.485
rcp85cooler_ssp5,MS,2060,82.4857162819307,1.632
rcp85cooler_ssp5,MS,2065,89.2633971636952,1.766
rcp85cooler_ssp5,MS,2070,93.883513837173,1.857
rcp85cooler_ssp5,MS,2075,99.5634794077241,1.97
rcp85cooler_ssp5,MS,2080,107.194731866464,2.121
rcp85cooler_ssp5,MS,2085,110.298973493495,2.182
rcp85cooler_ssp5,MS,2090,119.202548811792,2.358
rcp85cooler_ssp5,MS,2095,121.425115116611,2.402
rcp85cooler_ssp5,MS,2100,125.997381490757,2.492
rcp85cooler_ssp5,MT,1975,5.53987466666671,0.359
rcp85cooler_ssp5,MT,1990,14.4608263386946,0.936
rcp85cooler_ssp5,MT,2005,14.8017203698057,0.958
rcp85cooler_ssp5,MT,2010,15.0670201020557,0.975
rcp85cooler_ssp5,MT,2015,15.3229535490557,0.992
rcp85cooler_ssp5,MT,2020,15.448925016309,1.0
rcp85cooler_ssp5,MT,2025,16.0988535290446,1.042
rcp85cooler_ssp5,MT,2030,17.277433338229,1.118
rcp85cooler_ssp5,MT,2035,18.5029448278476,1.198
rcp85cooler_ssp5,MT,2040,20.223191013881,1.309
rcp85cooler_ssp5,MT,2045,21.4067428231304,1.386
rcp85cooler_ssp5,MT,2050,22.7580733897943,1.473
rcp85cooler_ssp5,MT,2055,24.4656516983674,1.584
rcp85cooler_ssp5,MT,2060,26.0875818704297,1.689
rcp85cooler_ssp5,MT,2065,28.360548444235,1.836
rcp85cooler_ssp5,MT,2070,29.9483427287741,1.939
rcp85cooler_ssp5,MT,2075,31.0226818644066,2.008
rcp85cooler_ssp5,MT,2080,33.3802228788011,2.161
rcp85cooler_ssp5,MT,2085,34.2441370865594,2.217
rcp85cooler_ssp5,MT,2090,35.5323999238183,2.3
rcp85cooler_ssp5,MT,2095,36.9394431608758,2.391
rcp85cooler_ssp5,MT,2100,38.4389121865142,2.488
rcp85cooler_ssp5,NC,1975,22.8437700000002,0.15
rcp85cooler_ssp5,NC,1990,99.5903260238897,0.654
rcp85cooler_ssp5,NC,2005,142.46760783389,0.935
rcp85cooler_ssp5,NC,2010,150.365535947779,0.987
rcp85cooler_ssp5,NC,2015,145.731325823529,0.957
rcp85cooler_ssp5,NC,2020,152.317693595946,1.0
rcp85cooler_ssp5,NC,2025,153.347527687085,1.007
rcp85cooler_ssp5,NC,2030,161.084776867054,1.058
rcp85cooler_ssp5,NC,2035,171.920410814979,1.129
rcp85cooler_ssp5,NC,2040,181.758599862874,1.193
rcp85cooler_ssp5,NC,2045,193.437131303866,1.27
rcp85cooler_ssp5,NC,2050,212.984863135239,1.398
rcp85cooler_ssp5,NC,2055,217.966352862657,1.431
rcp85cooler_ssp5,NC,2060,241.800451536651,1.587
rcp85cooler_ssp5,NC,2065,251.908825442061,1.654
rcp85cooler_ssp5,NC,2070,265.049857095309,1.74
rcp85cooler_ssp5,NC,2075,283.331051435698,1.86
rcp85cooler_ssp5,NC,2080,298.425229396038,1.959
rcp85cooler_ssp5,NC,2085,312.392411112869,2.051
rcp85cooler_ssp5,NC,2090,340.535138822482,2.236
rcp85cooler_ssp5,NC,2095,341.874942668011,2.244
rcp85cooler_ssp5,NC,2100,360.907759816853,2.369
rcp85cooler_ssp5,ND,1975,1.07412248055556,0.057
rcp85cooler_ssp5,ND,1990,7.75377754811117,0.411
rcp85cooler_ssp5,ND,2005,11.9601016467779,0.635
rcp85cooler_ssp5,ND,2010,14.1810947077779,0.752
rcp85cooler_ssp5,ND,2015,19.4244088597224,1.031
rcp85cooler_ssp5,ND,2020,18.846374151764,1.0
rcp85cooler_ssp5,ND,2025,19.2195411366854,1.02
rcp85cooler_ssp5,ND,2030,20.0419329644916,1.063
rcp85cooler_ssp5,ND,2035,21.0239734730802,1.116
rcp85cooler_ssp5,ND,2040,22.2036169402466,1.178
rcp85cooler_ssp5,ND,2045,22.2477175264552,1.18
rcp85cooler_ssp5,ND,2050,23.5926668749402,1.252
rcp85cooler_ssp5,ND,2055,25.1975176530399,1.337
rcp85cooler_ssp5,ND,2060,27.8315351479161,1.477
rcp85cooler_ssp5,ND,2065,29.1718657320755,1.548
rcp85cooler_ssp5,ND,2070,30.3660098353386,1.611
rcp85cooler_ssp5,ND,2075,31.9126897465255,1.693
rcp85cooler_ssp5,ND,2080,33.4301339153208,1.774
rcp85cooler_ssp5,ND,2085,34.5648026433875,1.834
rcp85cooler_ssp5,ND,2090,35.816146686585,1.9
rcp85cooler_ssp5,ND,2095,36.5681323035486,1.94
rcp85cooler_ssp5,ND,2100,38.748893615275,2.056
rcp85cooler_ssp5,NE,1975,3.53642508333336,0.108
rcp85cooler_ssp5,NE,1990,19.8382789141668,0.605
rcp85cooler_ssp5,NE,2005,29.7924419708891,0.909
rcp85cooler_ssp5,NE,2010,32.6734986281114,0.997
rcp85cooler_ssp5,NE,2015,31.7726073326669,0.969
rcp85cooler_ssp5,NE,2020,32.7764373768192,1.0
rcp85cooler_ssp5,NE,2025,32.8341033846622,1.002
rcp85cooler_ssp5,NE,2030,34.6376893591858,1.057
rcp85cooler_ssp5,NE,2035,36.3059846311289,1.108
rcp85cooler_ssp5,NE,2040,40.0717242934287,1.223
rcp85cooler_ssp5,NE,2045,41.7053987702709,1.272
rcp85cooler_ssp5,NE,2050,43.861146206684,1.338
rcp85cooler_ssp5,NE,2055,46.5959156166057,1.422
rcp85cooler_ssp5,NE,2060,51.7236213546063,1.578
rcp85cooler_ssp5,NE,2065,53.8310211131485,1.642
rcp85cooler_ssp5,NE,2070,57.0018759410921,1.739
rcp85cooler_ssp5,NE,2075,59.2309258835008,1.807
rcp85cooler_ssp5,NE,2080,65.4785947369066,1.998
rcp85cooler_ssp5,NE,2085,67.8529361396656,2.07
rcp85cooler_ssp5,NE,2090,69.9221732152631,2.133
rcp85cooler_ssp5,NE,2095,71.7117671402934,2.188
rcp85cooler_ssp5,NE,2100,74.2253227455873,2.265
rcp85cooler_ssp5,NH,1975,1.98387321944446,0.165
rcp85cooler_ssp5,NH,1990,9.9058766869723,0.822
rcp85cooler_ssp5,NH,2005,12.4782687821112,1.035
rcp85cooler_ssp5,NH,2010,11.989850478389,0.994
rcp85cooler_ssp5,NH,2015,11.9792843960557,0.993
rcp85cooler_ssp5,NH,2020,12.058269498342,1.0
rcp85cooler_ssp5,NH,2025,12.0885528198284,1.003
rcp85cooler_ssp5,NH,2030,12.9074148853554,1.07
rcp85cooler_ssp5,NH,2035,14.094854598409,1.169
rcp85cooler_ssp5,NH,2040,15.2573032060737,1.265
rcp85cooler_ssp5,NH,2045,17.0982433804776,1.418
rcp85cooler_ssp5,NH,2050,18.3110671142357,1.519
rcp85cooler_ssp5,NH,2055,20.3814233313957,1.69
rcp85cooler_ssp5,NH,2060,22.0866153669177,1.832
rcp85cooler_ssp5,NH,2065,23.4674442560327,1.946
rcp85cooler_ssp5,NH,2070,24.8769763495088,2.063
rcp85cooler_ssp5,NH,2075,26.6840964544797,2.213
rcp85cooler_ssp5,NH,2080,27.7770924845824,2.304
rcp85cooler_ssp5,NH,2085,29.6359128924419,2.458
rcp85cooler_ssp5,NH,2090,30.5244427531344,2.531
rcp85cooler_ssp5,NH,2095,32.0160197122455,2.655
rcp85cooler_ssp5,NH,2100,33.1575136774975,2.75
rcp85cooler_ssp5,NJ,1975,15.9226996355557,0.183
rcp85cooler_ssp5,NJ,1990,69.7604242363895,0.804
rcp85cooler_ssp5,NJ,2005,91.5357316258341,1.055
rcp85cooler_ssp5,NJ,2010,87.7010382722229,1.01
rcp85cooler_ssp5,NJ,2015,83.1585251125007,0.958
rcp85cooler_ssp5,NJ,2020,86.7940521651974,1.0
rcp85cooler_ssp5,NJ,2025,85.835179547366,0.989
rcp85cooler_ssp5,NJ,2030,90.2812112663607,1.04
rcp85cooler_ssp5,NJ,2035,98.6356684526972,1.136
rcp85cooler_ssp5,NJ,2040,103.17035469938,1.189
rcp85cooler_ssp5,NJ,2045,115.536256823694,1.331
rcp85cooler_ssp5,NJ,2050,125.336367769873,1.444
rcp85cooler_ssp5,NJ,2055,131.01290449462,1.509
rcp85cooler_ssp5,NJ,2060,146.623154985187,1.689
rcp85cooler_ssp5,NJ,2065,152.354378323626,1.755
rcp85cooler_ssp5,NJ,2070,160.086334075712,1.844
rcp85cooler_ssp5,NJ,2075,173.763682727321,2.002
rcp85cooler_ssp5,NJ,2080,177.718024412142,2.048
rcp85cooler_ssp5,NJ,2085,193.215706276288,2.226
rcp85cooler_ssp5,NJ,2090,205.999697739598,2.373
rcp85cooler_ssp5,NJ,2095,209.612608367027,2.415
rcp85cooler_ssp5,NJ,2100,221.867059854867,2.556
rcp85cooler_ssp5,NM,1975,2.16780716666668,0.093
rcp85cooler_ssp5,NM,1990,15.3458444055001,0.655
rcp85cooler_ssp5,NM,2005,22.8385456983057,0.975
rcp85cooler_ssp5,NM,2010,24.6139954691113,1.051
rcp85cooler_ssp5,NM,2015,24.9196219992224,1.064
rcp85cooler_ssp5,NM,2020,23.4179933669652,1.0
rcp85cooler_ssp5,NM,2025,23.9384184471046,1.022
rcp85cooler_ssp5,NM,2030,26.0595773923547,1.113
rcp85cooler_ssp5,NM,2035,28.63317595413,1.223
rcp85cooler_ssp5,NM,2040,31.6882729047997,1.353
rcp85cooler_ssp5,NM,2045,34.2066674803547,1.461
rcp85cooler_ssp5,NM,2050,37.4121336978611,1.598
rcp85cooler_ssp5,NM,2055,40.6868980870228,1.737
rcp85cooler_ssp5,NM,2060,44.7599767423301,1.911
rcp85cooler_ssp5,NM,2065,48.8007180898779,2.084
rcp85cooler_ssp5,NM,2070,52.0432464318213,2.222
rcp85cooler_ssp5,NM,2075,55.2290382280777,2.358
rcp85cooler_ssp5,NM,2080,59.234140257006,2.529
rcp85cooler_ssp5,NM,2085,61.7224363525438,2.636
rcp85cooler_ssp5,NM,2090,65.2000683126466,2.784
rcp85cooler_ssp5,NM,2095,67.2748332870561,2.873
rcp85cooler_ssp5,NM,2100,70.6824012438692,3.018
rcp85cooler_ssp5,NV,1975,2.31707916666669,0.055
rcp85cooler_ssp5,NV,1990,18.2616768720113,0.433
rcp85cooler_ssp5,NV,2005,35.8530508863058,0.849
rcp85cooler_ssp5,NV,2010,36.949579956767,0.875
rcp85cooler_ssp5,NV,2015,38.7067702698336,0.917
rcp85cooler_ssp5,NV,2020,42.2109988195353,1.0
rcp85cooler_ssp5,NV,2025,45.7145662160298,1.083
rcp85cooler_ssp5,NV,2030,50.6575876159088,1.2
rcp85cooler_ssp5,NV,2035,54.7227577585741,1.296
rcp85cooler_ssp5,NV,2040,59.9754811913144,1.421
rcp85cooler_ssp5,NV,2045,64.246496944505,1.522
rcp85cooler_ssp5,NV,2050,69.4678458776481,1.646
rcp85cooler_ssp5,NV,2055,75.1064955226776,1.779
rcp85cooler_ssp5,NV,2060,80.5028063494884,1.907
rcp85cooler_ssp5,NV,2065,86.9486536804426,2.06
rcp85cooler_ssp5,NV,2070,93.0451057207988,2.204
rcp85cooler_ssp5,NV,2075,97.2500014222247,2.304
rcp85cooler_ssp5,NV,2080,104.153020656571,2.467
rcp85cooler_ssp5,NV,2085,108.366794861135,2.567
rcp85cooler_ssp5,NV,2090,113.939468630215,2.699
rcp85cooler_ssp5,NV,2095,119.192271953958,2.824
rcp85cooler_ssp5,NV,2100,123.383145433922,2.923
rcp85cooler_ssp5,NY,1975,32.7647873055558,0.195
rcp85cooler_ssp5,NY,1990,142.960751012779,0.852
rcp85cooler_ssp5,NY,2005,167.203070294446,0.997
rcp85cooler_ssp5,NY,2010,159.647460456668,0.952
rcp85cooler_ssp5,NY,2015,163.690596252779,0.976
rcp85cooler_ssp5,NY,2020,167.755839462612,1.0
rcp85cooler_ssp5,NY,2025,165.449099703629,0.986
rcp85cooler_ssp5,NY,2030,176.585035860704,1.053
rcp85cooler_ssp5,NY,2035,194.305569041862,1.158
rcp85cooler_ssp5,NY,2040,206.288182511164,1.23
rcp85cooler_ssp5,NY,2045,231.942382822271,1.383
rcp85cooler_ssp5,NY,2050,250.313785098588,1.492
rcp85cooler_ssp5,NY,2055,266.649159267732,1.59
rcp85cooler_ssp5,NY,2060,295.311033295791,1.76
rcp85cooler_ssp5,NY,2065,309.434194383003,1.845
rcp85cooler_ssp5,NY,2070,326.943029435908,1.949
rcp85cooler_ssp5,NY,2075,353.437398620418,2.107
rcp85cooler_ssp5,NY,2080,364.4964499293,2.173
rcp85cooler_ssp5,NY,2085,394.012954337687,2.349
rcp85cooler_ssp5,NY,2090,411.957697689326,2.456
rcp85cooler_ssp5,NY,2095,420.775691471051,2.508
rcp85cooler_ssp5,NY,2100,436.446912019223,2.602
rcp85cooler_ssp5,OH,1975,60.3283755827783,0.389
rcp85cooler_ssp5,OH,1990,157.337553437501,1.013
rcp85cooler_ssp5,OH,2005,176.121887833335,1.134
rcp85cooler_ssp5,OH,2010,168.566690632501,1.086
rcp85cooler_ssp5,OH,2015,160.729224238612,1.035
rcp85cooler_ssp5,OH,2020,155.275671408946,1.0
rcp85cooler_ssp5,OH,2025,155.415684300223,1.001
rcp85cooler_ssp5,OH,2030,163.208733587895,1.051
rcp85cooler_ssp5,OH,2035,179.544866004101,1.156
rcp85cooler_ssp5,OH,2040,190.434628502054,1.226
rcp85cooler_ssp5,OH,2045,209.621973850984,1.35
rcp85cooler_ssp5,OH,2050,225.391184442228,1.452
rcp85cooler_ssp5,OH,2055,236.957460406652,1.526
rcp85cooler_ssp5,OH,2060,261.254025514319,1.683
rcp85cooler_ssp5,OH,2065,276.658889735724,1.782
rcp85cooler_ssp5,OH,2070,288.153946389648,1.856
rcp85cooler_ssp5,OH,2075,310.973541853071,2.003
rcp85cooler_ssp5,OH,2080,324.488577129128,2.09
rcp85cooler_ssp5,OH,2085,348.192689732449,2.242
rcp85cooler_ssp5,OH,2090,368.039340731782,2.37
rcp85cooler_ssp5,OH,2095,375.684971802617,2.419
rcp85cooler_ssp5,OH,2100,393.784036613503,2.536
rcp85cooler_ssp5,OK,1975,7.85609755555562,0.119
rcp85cooler_ssp5,OK,1990,47.1580626155004,0.716
rcp85cooler_ssp5,OK,2005,59.5263368382783,0.904
rcp85cooler_ssp5,OK,2010,63.5869555148616,0.965
rcp85cooler_ssp5,OK,2015,66.3800730124728,1.008
rcp85cooler_ssp5,OK,2020,65.8765012946808,1.0
rcp85cooler_ssp5,OK,2025,65.8688359930661,1.0
rcp85cooler_ssp5,OK,2030,69.6359103161195,1.057
rcp85cooler_ssp5,OK,2035,75.1932807046473,1.141
rcp85cooler_ssp5,OK,2040,85.1217187397226,1.292
rcp85cooler_ssp5,OK,2045,90.7466299131424,1.378
rcp85cooler_ssp5,OK,2050,99.6955339922839,1.513
rcp85cooler_ssp5,OK,2055,105.217457407045,1.597
rcp85cooler_ssp5,OK,2060,121.750341543221,1.848
rcp85cooler_ssp5,OK,2065,130.584026223415,1.982
rcp85cooler_ssp5,OK,2070,137.776632839404,2.091
rcp85cooler_ssp5,OK,2075,145.528299111534,2.209
rcp85cooler_ssp5,OK,2080,159.882095218227,2.427
rcp85cooler_ssp5,OK,2085,167.295670707764,2.54
rcp85cooler_ssp5,OK,2090,175.730015864543,2.668
rcp85cooler_ssp5,OK,2095,176.835548580376,2.684
rcp85cooler_ssp5,OK,2100,186.639632046263,2.833
rcp85cooler_ssp5,OR,1975,13.5062742500001,0.246
rcp85cooler_ssp5,OR,1990,47.5561334010282,0.865
rcp85cooler_ssp5,OR,2005,51.4003080156115,0.935
rcp85cooler_ssp5,OR,2010,50.5758788191671,0.92
rcp85cooler_ssp5,OR,2015,51.1754817869449,0.931
rcp85cooler_ssp5,OR,2020,54.9924826035199,1.0
rcp85cooler_ssp5,OR,2025,58.345971021908,1.061
rcp85cooler_ssp5,OR,2030,61.5315100223341,1.119
rcp85cooler_ssp5,OR,2035,64.7183968344305,1.177
rcp85cooler_ssp5,OR,2040,69.8960368457395,1.271
rcp85cooler_ssp5,OR,2045,74.0339028130756,1.346
rcp85cooler_ssp5,OR,2050,78.6398137169129,1.43
rcp85cooler_ssp5,OR,2055,84.1088510953954,1.529
rcp85cooler_ssp5,OR,2060,89.6895946343868,1.631
rcp85cooler_ssp5,OR,2065,97.8828520579077,1.78
rcp85cooler_ssp5,OR,2070,102.703705778652,1.868
rcp85cooler_ssp5,OR,2075,106.652530043109,1.939
rcp85cooler_ssp5,OR,2080,113.131545787408,2.057
rcp85cooler_ssp5,OR,2085,117.648259200068,2.139
rcp85cooler_ssp5,OR,2090,122.560836400715,2.229
rcp85cooler_ssp5,OR,2095,127.727748999617,2.323
rcp85cooler_ssp5,OR,2100,133.368805925782,2.425
rcp85cooler_ssp5,PA,1975,45.2360985250004,0.294
rcp85cooler_ssp5,PA,1990,127.174199344168,0.827
rcp85cooler_ssp5,PA,2005,163.752842282779,1.065
rcp85cooler_ssp5,PA,2010,163.281219152779,1.062
rcp85cooler_ssp5,PA,2015,158.132573909446,1.029
rcp85cooler_ssp5,PA,2020,153.69874723964,1.0
rcp85cooler_ssp5,PA,2025,152.971560676593,0.995
rcp85cooler_ssp5,PA,2030,161.520976122274,1.051
rcp85cooler_ssp5,PA,2035,176.973868834451,1.151
rcp85cooler_ssp5,PA,2040,183.416439628423,1.193
rcp85cooler_ssp5,PA,2045,201.715541711232,1.312
rcp85cooler_ssp5,PA,2050,216.577562393745,1.409
rcp85cooler_ssp5,PA,2055,227.766701668842,1.482
rcp85cooler_ssp5,PA,2060,254.510640449103,1.656
rcp85cooler_ssp5,PA,2065,266.166209987374,1.732
rcp85cooler_ssp5,PA,2070,277.394315538766,1.805
rcp85cooler_ssp5,PA,2075,297.586081322598,1.936
rcp85cooler_ssp5,PA,2080,303.379982850325,1.974
rcp85cooler_ssp5,PA,2085,330.462428018639,2.15
rcp85cooler_ssp5,PA,2090,352.648924163411,2.294
rcp85cooler_ssp5,PA,2095,359.740141217547,2.341
rcp85cooler_ssp5,PA,2100,382.077658802456,2.486
rcp85cooler_ssp5,RI,1975,1.28641730833334,0.154
rcp85cooler_ssp5,RI,1990,7.09796862411117,0.849
rcp85cooler_ssp5,RI,2005,8.95597512144452,1.072
rcp85cooler_ssp5,RI,2010,8.60590907922229,1.03
rcp85cooler_ssp5,RI,2015,8.4054760438334,1.006
rcp85cooler_ssp5,RI,2020,8.35667829499534,1.0
rcp85cooler_ssp5,RI,2025,8.17798408467312,0.979
rcp85cooler_ssp5,RI,2030,8.71290503048063,1.043
rcp85cooler_ssp5,RI,2035,9.5125009276623,1.138
rcp85cooler_ssp5,RI,2040,10.2611047083126,1.228
rcp85cooler_ssp5,RI,2045,11.6570639373715,1.395
rcp85cooler_ssp5,RI,2050,12.718038004887,1.522
rcp85cooler_ssp5,RI,2055,13.9247445405048,1.666
rcp85cooler_ssp5,RI,2060,15.3929485493262,1.842
rcp85cooler_ssp5,RI,2065,16.3132469270568,1.952
rcp85cooler_ssp5,RI,2070,17.5128454561888,2.096
rcp85cooler_ssp5,RI,2075,18.7806233029349,2.247
rcp85cooler_ssp5,RI,2080,19.7146613932207,2.359
rcp85cooler_ssp5,RI,2085,21.2836824088543,2.547
rcp85cooler_ssp5,RI,2090,22.3330224234716,2.672
rcp85cooler_ssp5,RI,2095,23.1678960066777,2.772
rcp85cooler_ssp5,RI,2100,23.8379924463055,2.853
rcp85cooler_ssp5,SC,1975,14.0546099444446,0.155
rcp85cooler_ssp5,SC,1990,61.6454132637227,0.678
rcp85cooler_ssp5,SC,2005,89.3193103404729,0.983
rcp85cooler_ssp5,SC,2010,90.327313356973,0.994
rcp85cooler_ssp5,SC,2015,87.4513815926118,0.962
rcp85cooler_ssp5,SC,2020,90.9043490187007,1.0
rcp85cooler_ssp5,SC,2025,92.892295110223,1.022
rcp85cooler_ssp5,SC,2030,98.7148900217397,1.086
rcp85cooler_ssp5,SC,2035,105.039262681049,1.155
rcp85cooler_ssp5,SC,2040,111.560285858601,1.227
rcp85cooler_ssp5,SC,2045,117.926642460478,1.297
rcp85cooler_ssp5,SC,2050,129.221238144616,1.422
rcp85cooler_ssp5,SC,2055,134.239926624831,1.477
