scenario,state,year,load_TWh,load_normalized
rcp45cooler_ssp3,DE,2040,12.7317781455379,0.992
rcp45cooler_ssp3,DE,2045,12.9244120247051,1.007
rcp45cooler_ssp3,DE,2050,13.1290894153412,1.023
rcp45cooler_ssp3,DE,2055,12.7879857341126,0.997
rcp45cooler_ssp3,DE,2060,13.3020911658626,1.037
rcp45cooler_ssp3,DE,2065,13.0477304496093,1.017
rcp45cooler_ssp3,DE,2070,12.6401920858709,0.985
rcp45cooler_ssp3,DE,2075,12.5023406299265,0.974
rcp45cooler_ssp3,DE,2080,12.5218274393923,0.976
rcp45cooler_ssp3,DE,2085,12.3832093033115,0.965
rcp45cooler_ssp3,DE,2090,12.3664179929057,0.964
rcp45cooler_ssp3,DE,2095,12.3469696856026,0.962
rcp45cooler_ssp3,DE,2100,12.2557730225632,0.955
rcp45cooler_ssp3,FL,1975,15.1960556111112,0.053
rcp45cooler_ssp3,FL,1990,159.87559776639,0.558
rcp45cooler_ssp3,FL,2005,252.74129041278,0.882
rcp45cooler_ssp3,FL,2010,256.766659353335,0.896
rcp45cooler_ssp3,FL,2015,259.830450676669,0.907
rcp45cooler_ssp3,FL,2020,286.630145485141,1.0
rcp45cooler_ssp3,FL,2025,298.767214112622,1.042
rcp45cooler_ssp3,FL,2030,298.397832931864,1.041
rcp45cooler_ssp3,FL,2035,304.354624503141,1.062
rcp45cooler_ssp3,FL,2040,307.209327728189,1.072
rcp45cooler_ssp3,FL,2045,306.546361973086,1.069
rcp45cooler_ssp3,FL,2050,325.503051331647,1.136
rcp45cooler_ssp3,FL,2055,310.900228431328,1.085
rcp45cooler_ssp3,FL,2060,321.301058730933,1.121
rcp45cooler_ssp3,FL,2065,323.989396085759,1.13
rcp45cooler_ssp3,FL,2070,303.198227248702,1.058
rcp45cooler_ssp3,FL,2075,300.065684683864,1.047
rcp45cooler_ssp3,FL,2080,296.60666446103,1.035
rcp45cooler_ssp3,FL,2085,291.019501644641,1.015
rcp45cooler_ssp3,FL,2090,284.797338985452,0.994
rcp45cooler_ssp3,FL,2095,277.583110705613,0.968
rcp45cooler_ssp3,FL,2100,270.070227226299,0.942
rcp45cooler_ssp3,GA,1975,15.3370767777779,0.101
rcp45cooler_ssp3,GA,1990,89.2066790197507,0.589
rcp45cooler_ssp3,GA,2005,146.598406602446,0.968
rcp45cooler_ssp3,GA,2010,154.844842751585,1.022
rcp45cooler_ssp3,GA,2015,147.644996875196,0.975
rcp45cooler_ssp3,GA,2020,151.495619658385,1.0
rcp45cooler_ssp3,GA,2025,150.628691459635,0.994
rcp45cooler_ssp3,GA,2030,153.979580168912,1.016
rcp45cooler_ssp3,GA,2035,152.606157044023,1.007
rcp45cooler_ssp3,GA,2040,153.17646608494,1.011
rcp45cooler_ssp3,GA,2045,149.241487351416,0.985
rcp45cooler_ssp3,GA,2050,156.664134815815,1.034
rcp45cooler_ssp3,GA,2055,148.597464338865,0.981
rcp45cooler_ssp3,GA,2060,153.495069015042,1.013
rcp45cooler_ssp3,GA,2065,151.528698393956,1.0
rcp45cooler_ssp3,GA,2070,147.258770412664,0.972
rcp45cooler_ssp3,GA,2075,144.820854471346,0.956
rcp45cooler_ssp3,GA,2080,142.131040585896,0.938
rcp45cooler_ssp3,GA,2085,139.271735152668,0.919
rcp45cooler_ssp3,GA,2090,135.991388784257,0.898
rcp45cooler_ssp3,GA,2095,132.590240180368,0.875
rcp45cooler_ssp3,GA,2100,129.007601568187,0.852
rcp45cooler_ssp3,HI,1975,2.73166758333336,0.244
rcp45cooler_ssp3,HI,1990,9.16554210916674,0.82
rcp45cooler_ssp3,HI,2005,11.5605156536112,1.034
rcp45cooler_ssp3,HI,2010,10.924982151389,0.977
rcp45cooler_ssp3,HI,2015,10.1946287026112,0.912
rcp45cooler_ssp3,HI,2020,11.1791337228965,1.0
rcp45cooler_ssp3,HI,2025,11.798600458212,1.055
rcp45cooler_ssp3,HI,2030,12.2863874465776,1.099
rcp45cooler_ssp3,HI,2035,12.7051920824532,1.137
rcp45cooler_ssp3,HI,2040,13.1382598770484,1.175
rcp45cooler_ssp3,HI,2045,13.3764213859701,1.197
rcp45cooler_ssp3,HI,2050,13.4317729500126,1.202
rcp45cooler_ssp3,HI,2055,13.5823631366107,1.215
rcp45cooler_ssp3,HI,2060,13.884360810429,1.242
rcp45cooler_ssp3,HI,2065,14.1163487632793,1.263
rcp45cooler_ssp3,HI,2070,14.1671063641065,1.267
rcp45cooler_ssp3,HI,2075,13.9995332372376,1.252
rcp45cooler_ssp3,HI,2080,13.7400210735279,1.229
rcp45cooler_ssp3,HI,2085,13.4209541645165,1.201
rcp45cooler_ssp3,HI,2090,13.1083827576707,1.173
rcp45cooler_ssp3,HI,2095,12.7528027144718,1.141
rcp45cooler_ssp3,HI,2100,12.3491313334679,1.105
rcp45cooler_ssp3,IA,1975,7.34277147222228,0.142
rcp45cooler_ssp3,IA,1990,32.6843071618614,0.634
rcp45cooler_ssp3,IA,2005,47.0088134936115,0.911
rcp45cooler_ssp3,IA,2010,49.6186620872226,0.962
rcp45cooler_ssp3,IA,2015,50.469467705556,0.978
rcp45cooler_ssp3,IA,2020,51.5926626656393,1.0
rcp45cooler_ssp3,IA,2025,51.2268175569143,0.993
rcp45cooler_ssp3,IA,2030,51.0785630460646,0.99
rcp45cooler_ssp3,IA,2035,50.8312449176651,0.985
rcp45cooler_ssp3,IA,2040,51.5263799820171,0.999
rcp45cooler_ssp3,IA,2045,50.5293063188368,0.979
rcp45cooler_ssp3,IA,2050,51.0512373163612,0.99
rcp45cooler_ssp3,IA,2055,52.6064368436324,1.02
rcp45cooler_ssp3,IA,2060,57.0247198937388,1.105
rcp45cooler_ssp3,IA,2065,59.9212202287408,1.161
rcp45cooler_ssp3,IA,2070,60.9793903170702,1.182
rcp45cooler_ssp3,IA,2075,61.100613775233,1.184
rcp45cooler_ssp3,IA,2080,60.3068359502691,1.169
rcp45cooler_ssp3,IA,2085,58.908979535708,1.142
rcp45cooler_ssp3,IA,2090,57.4273836705624,1.113
rcp45cooler_ssp3,IA,2095,55.8289045424338,1.082
rcp45cooler_ssp3,IA,2100,54.1461160722502,1.049
rcp45cooler_ssp3,ID,1975,5.58827594444449,0.205
rcp45cooler_ssp3,ID,1990,19.9333436175307,0.73
rcp45cooler_ssp3,ID,2005,24.0144542543085,0.879
rcp45cooler_ssp3,ID,2010,24.8877374678835,0.911
rcp45cooler_ssp3,ID,2015,24.7495073761891,0.906
rcp45cooler_ssp3,ID,2020,27.318621762993,1.0
rcp45cooler_ssp3,ID,2025,29.822492508478,1.092
rcp45cooler_ssp3,ID,2030,30.4920669554614,1.116
rcp45cooler_ssp3,ID,2035,30.229323615928,1.107
rcp45cooler_ssp3,ID,2040,30.8943318905725,1.131
rcp45cooler_ssp3,ID,2045,30.660158604708,1.122
rcp45cooler_ssp3,ID,2050,30.7603673024786,1.126
rcp45cooler_ssp3,ID,2055,31.1360705718722,1.14
rcp45cooler_ssp3,ID,2060,31.6938493532558,1.16
rcp45cooler_ssp3,ID,2065,33.7145279789605,1.234
rcp45cooler_ssp3,ID,2070,33.3684273669722,1.221
rcp45cooler_ssp3,ID,2075,33.4965347647606,1.226
rcp45cooler_ssp3,ID,2080,33.3214461509869,1.22
rcp45cooler_ssp3,ID,2085,32.7908350787314,1.2
rcp45cooler_ssp3,ID,2090,32.1735806097375,1.178
rcp45cooler_ssp3,ID,2095,31.4854548904886,1.153
rcp45cooler_ssp3,ID,2100,30.8200837994494,1.128
rcp45cooler_ssp3,IL,1975,33.343420102778,0.223
rcp45cooler_ssp3,IL,1990,123.650154293612,0.829
rcp45cooler_ssp3,IL,2005,160.170365763057,1.074
rcp45cooler_ssp3,IL,2010,158.683446529723,1.064
rcp45cooler_ssp3,IL,2015,149.973445673335,1.005
rcp45cooler_ssp3,IL,2020,149.199672671168,1.0
rcp45cooler_ssp3,IL,2025,145.796556092004,0.977
rcp45cooler_ssp3,IL,2030,145.345985653765,0.974
rcp45cooler_ssp3,IL,2035,149.286417400994,1.001
rcp45cooler_ssp3,IL,2040,149.483702664921,1.002
rcp45cooler_ssp3,IL,2045,154.845201512309,1.038
rcp45cooler_ssp3,IL,2050,159.402958704182,1.068
rcp45cooler_ssp3,IL,2055,162.143958606329,1.087
rcp45cooler_ssp3,IL,2060,178.96290966461,1.199
rcp45cooler_ssp3,IL,2065,186.094190697674,1.247
rcp45cooler_ssp3,IL,2070,190.034841202322,1.274
rcp45cooler_ssp3,IL,2075,193.182053717416,1.295
rcp45cooler_ssp3,IL,2080,193.817981331863,1.299
rcp45cooler_ssp3,IL,2085,192.031246105396,1.287
rcp45cooler_ssp3,IL,2090,189.516716933557,1.27
rcp45cooler_ssp3,IL,2095,185.982962114196,1.247
rcp45cooler_ssp3,IL,2100,182.262711624649,1.222
rcp45cooler_ssp3,IN,1975,28.940862777778,0.275
rcp45cooler_ssp3,IN,1990,81.8074435278062,0.777
rcp45cooler_ssp3,IN,2005,116.475137468807,1.106
rcp45cooler_ssp3,IN,2010,115.344956374056,1.096
rcp45cooler_ssp3,IN,2015,111.437394209195,1.058
rcp45cooler_ssp3,IN,2020,105.280790001584,1.0
rcp45cooler_ssp3,IN,2025,104.884808278684,0.996
rcp45cooler_ssp3,IN,2030,105.89225147303,1.006
rcp45cooler_ssp3,IN,2035,108.971471208658,1.035
rcp45cooler_ssp3,IN,2040,108.772135675085,1.033
rcp45cooler_ssp3,IN,2045,111.693688041862,1.061
rcp45cooler_ssp3,IN,2050,113.202373241708,1.075
rcp45cooler_ssp3,IN,2055,112.317433681482,1.067
rcp45cooler_ssp3,IN,2060,119.455430439213,1.135
rcp45cooler_ssp3,IN,2065,121.597044447582,1.155
rcp45cooler_ssp3,IN,2070,119.853787618759,1.138
rcp45cooler_ssp3,IN,2075,118.45325812502,1.125
rcp45cooler_ssp3,IN,2080,117.941142481043,1.12
rcp45cooler_ssp3,IN,2085,116.808365087078,1.109
rcp45cooler_ssp3,IN,2090,116.157588233525,1.103
rcp45cooler_ssp3,IN,2095,115.181154290359,1.094
rcp45cooler_ssp3,IN,2100,113.573322290006,1.079
rcp45cooler_ssp3,KS,1975,6.76332788888894,0.152
rcp45cooler_ssp3,KS,1990,30.1701928256114,0.68
rcp45cooler_ssp3,KS,2005,43.2763925527503,0.975
rcp45cooler_ssp3,KS,2010,44.4681628613337,1.002
rcp45cooler_ssp3,KS,2015,43.2364785228892,0.975
rcp45cooler_ssp3,KS,2020,44.3638996676365,1.0
rcp45cooler_ssp3,KS,2025,42.7189017415409,0.963
rcp45cooler_ssp3,KS,2030,42.9115058036159,0.967
rcp45cooler_ssp3,KS,2035,41.8536100152873,0.943
rcp45cooler_ssp3,KS,2040,44.489289019137,1.003
rcp45cooler_ssp3,KS,2045,43.8653535290676,0.989
rcp45cooler_ssp3,KS,2050,44.8201710552015,1.01
rcp45cooler_ssp3,KS,2055,45.0473547225423,1.015
rcp45cooler_ssp3,KS,2060,50.7715125093379,1.144
rcp45cooler_ssp3,KS,2065,53.2129206065538,1.199
rcp45cooler_ssp3,KS,2070,53.851948204909,1.214
rcp45cooler_ssp3,KS,2075,54.0280915495527,1.218
rcp45cooler_ssp3,KS,2080,53.3697981148535,1.203
rcp45cooler_ssp3,KS,2085,52.1890017616401,1.176
rcp45cooler_ssp3,KS,2090,50.8764003861965,1.147
rcp45cooler_ssp3,KS,2095,49.415201175111,1.114
rcp45cooler_ssp3,KS,2100,47.9679260077348,1.081
rcp45cooler_ssp3,KY,1975,33.5632336111114,0.413
rcp45cooler_ssp3,KY,1990,67.4022670059728,0.83
rcp45cooler_ssp3,KY,2005,97.3491537502786,1.199
rcp45cooler_ssp3,KY,2010,101.476169003334,1.25
rcp45cooler_ssp3,KY,2015,81.4110617222229,1.003
rcp45cooler_ssp3,KY,2020,81.1751502008284,1.0
rcp45cooler_ssp3,KY,2025,80.2481188533034,0.989
rcp45cooler_ssp3,KY,2030,79.667700696307,0.981
rcp45cooler_ssp3,KY,2035,80.8844652579782,0.996
rcp45cooler_ssp3,KY,2040,80.6296698151404,0.993
rcp45cooler_ssp3,KY,2045,80.6552572695748,0.994
rcp45cooler_ssp3,KY,2050,81.5142375900209,1.004
rcp45cooler_ssp3,KY,2055,79.0791349449017,0.974
rcp45cooler_ssp3,KY,2060,81.5374935958157,1.004
rcp45cooler_ssp3,KY,2065,80.7717001170843,0.995
rcp45cooler_ssp3,KY,2070,80.0964050513876,0.987
rcp45cooler_ssp3,KY,2075,78.7234480584048,0.97
rcp45cooler_ssp3,KY,2080,77.4942177121729,0.955
rcp45cooler_ssp3,KY,2085,75.9403996858792,0.936
rcp45cooler_ssp3,KY,2090,74.6705809317164,0.92
rcp45cooler_ssp3,KY,2095,73.4459460147581,0.905
rcp45cooler_ssp3,KY,2100,71.9273067854481,0.886
rcp45cooler_ssp3,LA,1975,15.930318898139,0.173
rcp45cooler_ssp3,LA,1990,70.6437236252228,0.765
rcp45cooler_ssp3,LA,2005,85.3194919219174,0.924
rcp45cooler_ssp3,LA,2010,93.2073665885285,1.01
rcp45cooler_ssp3,LA,2015,98.7459302779175,1.07
rcp45cooler_ssp3,LA,2020,92.2974756185007,1.0
rcp45cooler_ssp3,LA,2025,90.8202017861243,0.984
rcp45cooler_ssp3,LA,2030,91.9820196926396,0.997
rcp45cooler_ssp3,LA,2035,91.1858234391202,0.988
rcp45cooler_ssp3,LA,2040,91.6570116651368,0.993
rcp45cooler_ssp3,LA,2045,89.7560696846979,0.972
rcp45cooler_ssp3,LA,2050,91.2754073979291,0.989
rcp45cooler_ssp3,LA,2055,90.2230585492963,0.978
rcp45cooler_ssp3,LA,2060,94.357438009513,1.022
rcp45cooler_ssp3,LA,2065,96.4420445685313,1.045
rcp45cooler_ssp3,LA,2070,92.6111729861321,1.003
rcp45cooler_ssp3,LA,2075,91.3469218873907,0.99
rcp45cooler_ssp3,LA,2080,89.5824640043952,0.971
rcp45cooler_ssp3,LA,2085,87.8031241074118,0.951
rcp45cooler_ssp3,LA,2090,85.6503728446674,0.928
rcp45cooler_ssp3,LA,2095,83.5406285341479,0.905
rcp45cooler_ssp3,LA,2100,81.3221879332476,0.881
rcp45cooler_ssp3,MA,1975,8.17249712694451,0.133
rcp45cooler_ssp3,MA,1990,50.3322252302782,0.816
rcp45cooler_ssp3,MA,2005,63.6596113475005,1.033
rcp45cooler_ssp3,MA,2010,62.5034394319449,1.014
rcp45cooler_ssp3,MA,2015,59.8126004816672,0.97
rcp45cooler_ssp3,MA,2020,61.6464479790913,1.0
rcp45cooler_ssp3,MA,2025,61.1092458722822,0.991
rcp45cooler_ssp3,MA,2030,62.861238249245,1.02
rcp45cooler_ssp3,MA,2035,64.6165503862033,1.048
rcp45cooler_ssp3,MA,2040,65.9747285799403,1.07
rcp45cooler_ssp3,MA,2045,70.3786050380483,1.142
rcp45cooler_ssp3,MA,2050,72.3449753977278,1.174
rcp45cooler_ssp3,MA,2055,76.6925444596153,1.244
rcp45cooler_ssp3,MA,2060,81.1741623648851,1.317
rcp45cooler_ssp3,MA,2065,83.3247105330873,1.352
rcp45cooler_ssp3,MA,2070,86.3028030012035,1.4
rcp45cooler_ssp3,MA,2075,88.0413190076507,1.428
rcp45cooler_ssp3,MA,2080,88.9797083607471,1.443
rcp45cooler_ssp3,MA,2085,88.8342447840118,1.441
rcp45cooler_ssp3,MA,2090,88.3336984524243,1.433
rcp45cooler_ssp3,MA,2095,87.1671328578368,1.414
rcp45cooler_ssp3,MA,2100,85.6566392371762,1.389
rcp45cooler_ssp3,MD,1975,9.97733130555564,0.139
rcp45cooler_ssp3,MD,1990,54.8383654265838,0.764
rcp45cooler_ssp3,MD,2005,75.4001904016673,1.05
rcp45cooler_ssp3,MD,2010,72.3783119382506,1.008
rcp45cooler_ssp3,MD,2015,68.2140731399172,0.95
rcp45cooler_ssp3,MD,2020,71.7924286713978,1.0
rcp45cooler_ssp3,MD,2025,70.1118689853589,0.977
rcp45cooler_ssp3,MD,2030,68.3511908459256,0.952
rcp45cooler_ssp3,MD,2035,70.3908015115542,0.98
rcp45cooler_ssp3,MD,2040,69.1448870458767,0.963
rcp45cooler_ssp3,MD,2045,70.8858979644186,0.987
rcp45cooler_ssp3,MD,2050,72.7188727893022,1.013
rcp45cooler_ssp3,MD,2055,70.1119444874067,0.977
rcp45cooler_ssp3,MD,2060,72.8597430476045,1.015
rcp45cooler_ssp3,MD,2065,70.7139136671884,0.985
rcp45cooler_ssp3,MD,2070,67.5820923054675,0.941
rcp45cooler_ssp3,MD,2075,66.8523435183755,0.931
rcp45cooler_ssp3,MD,2080,67.0064982085339,0.933
rcp45cooler_ssp3,MD,2085,66.4369192035958,0.925
rcp45cooler_ssp3,MD,2090,66.5308593184819,0.927
rcp45cooler_ssp3,MD,2095,66.6675724049783,0.929
rcp45cooler_ssp3,MD,2100,66.1961727874172,0.922
rcp45cooler_ssp3,ME,1975,2.67505469444447,0.217
rcp45cooler_ssp3,ME,1990,12.7126058305557,1.033
rcp45cooler_ssp3,ME,2005,13.6185886922223,1.106
rcp45cooler_ssp3,ME,2010,12.637124206389,1.027
rcp45cooler_ssp3,ME,2015,12.847168731389,1.044
rcp45cooler_ssp3,ME,2020,12.3103797687501,1.0
rcp45cooler_ssp3,ME,2025,12.0164337970501,0.976
rcp45cooler_ssp3,ME,2030,12.1507147102595,0.987
rcp45cooler_ssp3,ME,2035,12.4047845651595,1.008
rcp45cooler_ssp3,ME,2040,12.7057755036873,1.032
rcp45cooler_ssp3,ME,2045,13.3397440133054,1.084
rcp45cooler_ssp3,ME,2050,13.4255529909612,1.091
rcp45cooler_ssp3,ME,2055,14.5741840887073,1.184
rcp45cooler_ssp3,ME,2060,15.5062471544443,1.26
rcp45cooler_ssp3,ME,2065,16.6471700917965,1.352
rcp45cooler_ssp3,ME,2070,17.3704806797721,1.411
rcp45cooler_ssp3,ME,2075,17.5849566565004,1.428
rcp45cooler_ssp3,ME,2080,17.4319216464649,1.416
rcp45cooler_ssp3,ME,2085,17.1382063218649,1.392
rcp45cooler_ssp3,ME,2090,16.7608468877993,1.362
rcp45cooler_ssp3,ME,2095,16.3229594067701,1.326
rcp45cooler_ssp3,ME,2100,15.8117160466935,1.284
rcp45cooler_ssp3,MI,1975,31.4037308333336,0.29
rcp45cooler_ssp3,MI,1990,91.1223002094452,0.842
rcp45cooler_ssp3,MI,2005,121.952499336834,1.127
rcp45cooler_ssp3,MI,2010,113.659990293862,1.051
rcp45cooler_ssp3,MI,2015,110.756526413945,1.024
rcp45cooler_ssp3,MI,2020,108.182735161362,1.0
rcp45cooler_ssp3,MI,2025,108.108596279315,0.999
rcp45cooler_ssp3,MI,2030,108.573491813104,1.004
rcp45cooler_ssp3,MI,2035,111.224512675813,1.028
rcp45cooler_ssp3,MI,2040,110.632656516334,1.023
rcp45cooler_ssp3,MI,2045,115.181518719492,1.065
rcp45cooler_ssp3,MI,2050,115.708483722779,1.07
rcp45cooler_ssp3,MI,2055,116.341274775195,1.075
rcp45cooler_ssp3,MI,2060,121.173206860746,1.12
rcp45cooler_ssp3,MI,2065,122.529129345097,1.133
rcp45cooler_ssp3,MI,2070,122.371543547029,1.131
rcp45cooler_ssp3,MI,2075,121.369985493401,1.122
rcp45cooler_ssp3,MI,2080,121.022446921193,1.119
rcp45cooler_ssp3,MI,2085,120.139786012758,1.111
rcp45cooler_ssp3,MI,2090,119.984442409982,1.109
rcp45cooler_ssp3,MI,2095,119.930035756337,1.109
rcp45cooler_ssp3,MI,2100,119.725679183853,1.107
rcp45cooler_ssp3,MN,1975,12.3356282500001,0.166
rcp45cooler_ssp3,MN,1990,52.1883842852782,0.7
rcp45cooler_ssp3,MN,2005,72.8605545863895,0.978
rcp45cooler_ssp3,MN,2010,74.2356350247228,0.996
rcp45cooler_ssp3,MN,2015,71.9217898780561,0.965
rcp45cooler_ssp3,MN,2020,74.5297359622228,1.0
rcp45cooler_ssp3,MN,2025,75.3777745043895,1.011
rcp45cooler_ssp3,MN,2030,75.4795731921039,1.013
rcp45cooler_ssp3,MN,2035,75.8064336310562,1.017
rcp45cooler_ssp3,MN,2040,76.4163384898923,1.025
rcp45cooler_ssp3,MN,2045,75.2313913223364,1.009
rcp45cooler_ssp3,MN,2050,76.7541559204115,1.03
rcp45cooler_ssp3,MN,2055,79.6927448318873,1.069
rcp45cooler_ssp3,MN,2060,87.0079917243182,1.167
rcp45cooler_ssp3,MN,2065,92.3477252956971,1.239
rcp45cooler_ssp3,MN,2070,94.7594430698991,1.271
rcp45cooler_ssp3,MN,2075,95.609317986438,1.283
rcp45cooler_ssp3,MN,2080,95.0299180728199,1.275
rcp45cooler_ssp3,MN,2085,93.3495442320421,1.253
rcp45cooler_ssp3,MN,2090,91.4603758963241,1.227
rcp45cooler_ssp3,MN,2095,89.2514369776254,1.198
rcp45cooler_ssp3,MN,2100,86.9529413533704,1.167
rcp45cooler_ssp3,MO,1975,12.9964341111112,0.141
rcp45cooler_ssp3,MO,1990,59.9410593489727,0.652
rcp45cooler_ssp3,MO,2005,90.1727056712785,0.981
rcp45cooler_ssp3,MO,2010,94.9465573837508,1.033
rcp45cooler_ssp3,MO,2015,88.8447057451674,0.967
rcp45cooler_ssp3,MO,2020,91.8838598245474,1.0
rcp45cooler_ssp3,MO,2025,88.008737414761,0.958
rcp45cooler_ssp3,MO,2030,87.7913479450474,0.955
rcp45cooler_ssp3,MO,2035,87.7218552162546,0.955
rcp45cooler_ssp3,MO,2040,91.0257232865854,0.991
rcp45cooler_ssp3,MO,2045,90.7890180140621,0.988
rcp45cooler_ssp3,MO,2050,93.0612797032396,1.013
rcp45cooler_ssp3,MO,2055,91.7211176361391,0.998
rcp45cooler_ssp3,MO,2060,100.902256840437,1.098
rcp45cooler_ssp3,MO,2065,100.22005781557,1.091
rcp45cooler_ssp3,MO,2070,99.7826424614841,1.086
rcp45cooler_ssp3,MO,2075,99.9798914213716,1.088
rcp45cooler_ssp3,MO,2080,99.2505417448816,1.08
rcp45cooler_ssp3,MO,2085,97.5402530467024,1.062
rcp45cooler_ssp3,MO,2090,95.5483275632191,1.04
rcp45cooler_ssp3,MO,2095,93.1564398482769,1.014
rcp45cooler_ssp3,MO,2100,90.5242933119727,0.985
rcp45cooler_ssp3,MS,1975,7.40102847222228,0.147
rcp45cooler_ssp3,MS,1990,35.5814476693225,0.706
rcp45cooler_ssp3,MS,2005,50.6378253251393,1.005
rcp45cooler_ssp3,MS,2010,54.4308056774449,1.08
rcp45cooler_ssp3,MS,2015,52.5398227462504,1.043
rcp45cooler_ssp3,MS,2020,50.3779810155643,1.0
rcp45cooler_ssp3,MS,2025,49.5236313593832,0.983
rcp45cooler_ssp3,MS,2030,49.5841182232054,0.984
rcp45cooler_ssp3,MS,2035,48.9994041801743,0.973
rcp45cooler_ssp3,MS,2040,49.5548093332357,0.984
rcp45cooler_ssp3,MS,2045,47.489726443294,0.943
rcp45cooler_ssp3,MS,2050,48.5781239847557,0.964
rcp45cooler_ssp3,MS,2055,47.0756096267073,0.934
rcp45cooler_ssp3,MS,2060,48.2590809937523,0.958
rcp45cooler_ssp3,MS,2065,48.7397507072148,0.967
rcp45cooler_ssp3,MS,2070,46.519637891929,0.923
rcp45cooler_ssp3,MS,2075,45.5317860875162,0.904
rcp45cooler_ssp3,MS,2080,44.3932972910279,0.881
rcp45cooler_ssp3,MS,2085,43.2749517552779,0.859
rcp45cooler_ssp3,MS,2090,42.0022566310351,0.834
rcp45cooler_ssp3,MS,2095,40.7702829289898,0.809
rcp45cooler_ssp3,MS,2100,39.3994834425531,0.782
rcp45cooler_ssp3,MT,1975,5.53987466666671,0.361
rcp45cooler_ssp3,MT,1990,14.4608263386946,0.942
rcp45cooler_ssp3,MT,2005,14.8017203698057,0.964
rcp45cooler_ssp3,MT,2010,15.0670201020557,0.981
rcp45cooler_ssp3,MT,2015,15.3229535490557,0.998
rcp45cooler_ssp3,MT,2020,15.3558377230035,1.0
rcp45cooler_ssp3,MT,2025,15.8100750169051,1.03
rcp45cooler_ssp3,MT,2030,15.9856506761029,1.041
rcp45cooler_ssp3,MT,2035,15.7737626820751,1.027
rcp45cooler_ssp3,MT,2040,16.0599959028765,1.046
rcp45cooler_ssp3,MT,2045,15.8101580430165,1.03
rcp45cooler_ssp3,MT,2050,15.7462568845335,1.025
rcp45cooler_ssp3,MT,2055,15.8472513734937,1.032
rcp45cooler_ssp3,MT,2060,16.0969925634682,1.048
rcp45cooler_ssp3,MT,2065,16.8975868232362,1.1
rcp45cooler_ssp3,MT,2070,16.9123655955715,1.101
rcp45cooler_ssp3,MT,2075,16.9607931466012,1.105
rcp45cooler_ssp3,MT,2080,16.8216665435821,1.095
rcp45cooler_ssp3,MT,2085,16.5277174510749,1.076
rcp45cooler_ssp3,MT,2090,16.1689590660976,1.053
rcp45cooler_ssp3,MT,2095,15.8192393295715,1.03
rcp45cooler_ssp3,MT,2100,15.4338790931326,1.005
rcp45cooler_ssp3,NC,1975,22.8437700000002,0.15
rcp45cooler_ssp3,NC,1990,99.5903260238897,0.654
rcp45cooler_ssp3,NC,2005,142.46760783389,0.936
rcp45cooler_ssp3,NC,2010,150.365535947779,0.988
rcp45cooler_ssp3,NC,2015,145.731325823529,0.957
rcp45cooler_ssp3,NC,2020,152.249753910668,1.0
rcp45cooler_ssp3,NC,2025,150.901953102535,0.991
rcp45cooler_ssp3,NC,2030,150.750290326043,0.99
rcp45cooler_ssp3,NC,2035,150.452969945268,0.988
rcp45cooler_ssp3,NC,2040,149.375384169049,0.981
rcp45cooler_ssp3,NC,2045,147.803382967684,0.971
rcp45cooler_ssp3,NC,2050,151.824862128674,0.997
rcp45cooler_ssp3,NC,2055,144.291810926871,0.948
rcp45cooler_ssp3,NC,2060,149.0012290376,0.979
rcp45cooler_ssp3,NC,2065,144.199221052131,0.947
rcp45cooler_ssp3,NC,2070,139.898018680695,0.919
rcp45cooler_ssp3,NC,2075,137.213218260683,0.901
rcp45cooler_ssp3,NC,2080,134.274536813776,0.882
rcp45cooler_ssp3,NC,2085,131.037375428226,0.861
rcp45cooler_ssp3,NC,2090,127.513189539612,0.838
rcp45cooler_ssp3,NC,2095,123.88652795412,0.814
rcp45cooler_ssp3,NC,2100,120.017696396398,0.788
rcp45cooler_ssp3,ND,1975,1.07412248055556,0.057
rcp45cooler_ssp3,ND,1990,7.75377754811117,0.414
rcp45cooler_ssp3,ND,2005,11.9601016467779,0.638
rcp45cooler_ssp3,ND,2010,14.1810947077779,0.757
rcp45cooler_ssp3,ND,2015,19.4244088597224,1.037
rcp45cooler_ssp3,ND,2020,18.7364507195002,1.0
rcp45cooler_ssp3,ND,2025,18.9931854340468,1.014
rcp45cooler_ssp3,ND,2030,18.9278756860454,1.01
rcp45cooler_ssp3,ND,2035,18.4543504604443,0.985
rcp45cooler_ssp3,ND,2040,18.432679612546,0.984
rcp45cooler_ssp3,ND,2045,17.3239329195426,0.925
rcp45cooler_ssp3,ND,2050,18.1802108334429,0.97
rcp45cooler_ssp3,ND,2055,19.0406650011952,1.016
rcp45cooler_ssp3,ND,2060,20.6999370814418,1.105
rcp45cooler_ssp3,ND,2065,22.1199362962227,1.181
rcp45cooler_ssp3,ND,2070,22.4984775591974,1.201
rcp45cooler_ssp3,ND,2075,22.5159814259799,1.202
rcp45cooler_ssp3,ND,2080,22.156414081908,1.183
rcp45cooler_ssp3,ND,2085,21.5893948775521,1.152
rcp45cooler_ssp3,ND,2090,20.9984167933054,1.121
rcp45cooler_ssp3,ND,2095,20.3342016761407,1.085
rcp45cooler_ssp3,ND,2100,19.690133881581,1.051
rcp45cooler_ssp3,NE,1975,3.53642508333336,0.107
rcp45cooler_ssp3,NE,1990,19.8382789141668,0.602
