Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,AEC,5.76,1.06,9.48,1.13
2020,AECI,27.7,1.1,48.01,1.24
2020,AVA,7.21,0.47,15.78,0.75
2020,AZPS,28.2,0.68,49.83,0.75
2020,BANC,11.73,0.5,35.23,1.04
2020,BPAT,27.58,0.39,62.03,0.68
2020,CHPD,1.9,0.81,4.22,1.07
2020,CISO,99.62,0.34,219.63,0.55
2020,CPLE,71.59,1.02,97.87,0.93
2020,DOPD,1.47,0.71,2.7,0.87
2020,DUK,107.89,0.86,195.45,1.09
2020,EPE,8.66,0.83,18.66,1.22
2020,ERCO,300.59,0.76,409.48,0.7
2020,FMPP,25.05,1.06,41.07,1.18
2020,FPC,83.76,1.19,135.79,1.24
2020,FPL,144.0,0.88,245.97,1.03
2020,GCPD,2.6,0.4,3.56,0.44
2020,GVL,4.3,1.62,7.69,1.92
2020,HST,0.87,1.24,0.97,0.94
2020,IID,3.43,0.7,7.0,0.8
2020,IPCO,11.52,0.56,22.35,0.74
2020,ISNE,114.35,0.66,265.51,1.15
2020,JEA,22.77,1.34,33.33,1.33
2020,LDWP,18.44,0.48,53.14,0.98
2020,LGEE,33.41,0.91,58.11,1.14
2020,MISO,322.64,0.4,562.9,0.54
2020,NEVP,61.77,1.28,108.23,1.36
2020,NSB,1.14,2.06,2.21,2.5
2020,NWMT,3.05,0.28,4.36,0.33
2020,NYIS,148.34,0.75,307.95,1.14
2020,PACE,18.82,0.29,46.15,0.57
2020,PACW,11.08,0.43,19.16,0.58
2020,PGE,12.33,0.49,21.25,0.66
2020,PJM,571.59,0.56,1137.51,0.8
2020,PNM,8.68,0.48,22.87,0.97
2020,PSCO,26.6,0.5,72.75,1.05
2020,PSEI,16.29,0.43,29.59,0.58
2020,SC,32.23,0.99,54.24,1.14
2020,SCEG,31.96,0.94,58.44,1.21
2020,SCL,5.56,0.44,10.09,0.61
2020,SEC,2.23,1.29,2.73,1.06
2020,SOCO,230.57,0.84,424.37,1.08
2020,SPA,0.58,0.78,0.83,0.83
2020,SRP,27.77,0.69,49.41,0.76
2020,SWPP,190.66,0.57,346.6,0.74
2020,TAL,5.42,1.5,9.15,1.7
2020,TEC,36.02,1.28,53.08,1.28
2020,TEPC,13.63,0.71,27.57,0.93
2020,TIDC,1.69,0.48,4.29,0.83
2020,TPWR,3.03,0.48,5.75,0.67
2020,TVA,152.71,0.77,239.93,0.84
2020,WACM,12.26,0.38,28.8,0.73
2020,WALC,3.9,0.35,6.01,0.39
2020,WAUW,0.58,0.67,0.85,0.74
