Year,Name,Mean_Abs_Diff_MWh,Mean_Rel_Diff_%,Peak_Abs_Diff_MWh,Peak_Rel_Diff_%
2020,Alabama,158.11,1.5,200.54,1.29
2020,Arizona,106.45,1.04,135.42,0.76
2020,Arkansas,74.33,1.32,84.42,1.07
2020,California,564.58,1.57,745.93,1.39
2020,Colorado,104.34,1.48,120.83,1.27
2020,Connecticut,32.9,0.9,50.88,1.03
2020,Delaware,10.9,0.73,18.12,0.85
2020,District of Columbia,10.89,0.67,18.81,0.82
2020,Florida,431.3,1.3,724.63,1.46
2020,Georgia,240.27,1.38,316.04,1.22
2020,Idaho,21.55,0.71,20.24,0.48
2020,Illinois,150.46,0.88,201.83,0.83
2020,Indiana,112.94,0.94,134.2,0.81
2020,Iowa,25.48,0.43,33.77,0.42
2020,Kansas,34.72,0.68,52.26,0.69
2020,Kentucky,89.93,0.95,130.16,0.98
2020,Louisiana,182.19,1.73,221.01,1.52
2020,Maine,14.62,1.03,21.31,1.11
2020,Maryland,47.84,0.56,92.11,0.77
2020,Massachusetts,65.67,0.92,100.57,1.04
2020,Michigan,99.91,0.81,117.42,0.7
2020,Minnesota,51.54,0.6,61.48,0.53
2020,Mississippi,84.91,1.47,96.01,1.19
2020,Missouri,76.72,0.74,86.82,0.58
2020,Montana,23.88,1.37,25.9,1.16
2020,Nebraska,20.95,0.53,40.18,0.71
2020,Nevada,39.73,0.76,80.6,1.05
2020,New Hampshire,13.14,0.94,19.93,1.05
2020,New Jersey,58.52,0.56,107.77,0.74
2020,New Mexico,19.04,0.71,19.39,0.5
2020,New York,253.56,1.29,375.01,1.37
2020,North Carolina,180.1,1.03,243.4,0.95
2020,North Dakota,20.47,0.97,21.09,0.7
2020,Ohio,169.79,0.94,255.4,0.98
2020,Oklahoma,68.86,0.92,85.31,0.76
2020,Oregon,77.3,1.22,93.63,1.13
2020,Pennsylvania,126.03,0.69,213.91,0.83
2020,Rhode Island,7.05,0.72,12.54,0.96
2020,South Carolina,119.48,1.15,154.58,1.01
2020,South Dakota,11.56,0.75,11.6,0.53
2020,Tennessee,177.42,1.35,246.71,1.32
2020,Texas,742.11,1.45,903.28,1.17
2020,Utah,48.48,1.18,54.78,1.0
2020,Vermont,6.19,0.9,9.56,1.03
2020,Virginia,177.03,1.22,251.71,1.2
2020,Washington,146.32,1.16,185.06,1.09
2020,West Virginia,28.57,0.78,45.9,0.88
2020,Wisconsin,62.61,0.75,75.04,0.67
2020,Wyoming,25.61,1.43,27.57,1.21
2025,Alabama,223.37,2.14,300.74,2.01
2025,Arizona,246.95,2.18,405.48,2.21
2025,Arkansas,113.16,2.03,137.2,1.83
2025,California,920.28,2.36,1509.33,2.65
2025,Colorado,192.23,2.53,235.92,2.35
2025,Connecticut,50.32,1.44,71.9,1.53
2025,Delaware,18.84,1.29,26.77,1.29
2025,District of Columbia,11.08,0.69,18.0,0.8
2025,Florida,767.41,2.2,1272.73,2.51
2025,Georgia,317.73,1.82,431.71,1.73
2025,Idaho,53.83,1.57,88.16,1.88
2025,Illinois,250.98,1.5,334.07,1.45
